timestamp,frame_total_ms,undistort_ms,backend_ms,publish_ms
1215.399168,99.272,4.078,94.293,0.736
1215.499802,85.657,5.653,78.989,0.845
1215.599640,87.117,4.066,82.139,0.747
1215.699490,89.871,3.899,84.948,0.862
1215.799343,107.299,4.111,102.298,0.722
1215.899185,99.628,3.956,94.617,0.888
1215.999817,90.709,4.095,85.709,0.739
1216.099659,102.289,3.967,97.258,0.898
1216.199501,121.770,4.008,116.852,0.745
1216.299360,81.842,4.134,76.669,0.860
1216.399214,93.292,3.923,88.436,0.761
1216.499454,97.168,4.038,91.566,1.392
1216.599296,112.816,3.998,107.854,0.794
1216.699121,98.204,3.952,93.229,0.854
1216.799752,121.468,3.964,116.603,0.735
1216.899603,80.631,3.980,75.594,0.887
1216.999442,95.471,3.992,90.579,0.738
1217.099281,117.595,4.136,112.364,0.930
1217.199126,116.650,3.979,111.734,0.764
1217.299762,101.932,3.926,97.028,0.813
1217.399596,90.236,3.903,85.392,0.774
1217.499430,106.640,4.022,101.585,0.862
1217.599270,91.036,4.115,86.001,0.727
1217.699530,93.835,3.954,88.856,0.847
1217.799363,112.525,3.897,107.708,0.751
1217.899214,112.509,4.115,107.084,1.144
1217.999451,112.710,3.932,107.639,0.938
1218.099293,105.313,3.948,100.149,0.864
1218.199136,146.673,3.934,141.827,0.747
1218.299769,87.108,3.934,82.042,0.962
1218.399612,114.729,3.913,109.741,0.907
1218.499444,93.130,4.079,88.029,0.830
1218.599284,115.359,3.975,110.470,0.750
1218.699130,94.395,3.909,89.445,0.875
1218.799767,115.452,3.996,110.578,0.713
1218.899604,102.769,3.902,97.817,0.881
1218.999455,100.070,3.946,95.152,0.804
1219.099288,114.746,5.772,107.293,1.507
1219.199127,123.868,4.124,118.842,0.741
1219.299761,115.140,4.059,110.049,0.857
1219.399587,97.290,4.089,92.300,0.736
1219.499426,103.574,3.945,98.600,0.848
1219.599269,102.207,4.085,97.216,0.739
1219.699512,95.559,3.899,90.617,0.867
1219.799340,86.862,3.951,81.866,0.871
1219.899182,92.418,4.100,86.129,1.956
1219.999822,94.408,4.139,89.277,0.754
1220.099668,107.437,3.928,101.617,1.694
1220.199505,144.673,4.027,139.198,1.224
1220.299342,87.282,3.934,82.379,0.771
1220.399185,138.320,3.927,132.395,1.814
1220.499829,119.347,4.291,113.618,0.942
1220.599658,135.907,4.089,130.905,0.746
1220.699488,109.969,3.883,105.086,0.831
1220.799331,92.749,3.884,87.974,0.722
1220.899159,96.729,4.081,91.670,0.814
1220.999798,91.598,3.898,86.808,0.728
1221.099655,100.779,4.112,95.692,0.806
1221.199499,96.035,3.913,91.223,0.728
1221.299346,95.351,4.019,90.316,0.848
1221.399196,92.230,4.102,87.079,0.884
1221.499831,83.386,3.997,77.865,1.339
1221.599685,86.840,3.989,81.793,0.887
1221.699522,95.795,3.926,90.786,0.921
1221.799371,99.451,4.114,94.420,0.750
1221.899205,84.982,4.142,79.600,1.040
1221.999444,85.269,3.906,80.447,0.745
1222.099290,101.706,3.890,96.490,1.144
1222.199139,105.571,3.945,100.665,0.738
1222.299768,126.694,3.937,121.171,1.370
1222.399601,98.385,3.969,93.390,0.753
1222.499439,125.018,4.133,119.843,0.880
1222.599290,191.276,3.938,185.840,1.323
1222.699136,147.412,3.921,142.425,0.860
1222.799780,136.208,3.972,131.361,0.706
1222.899620,110.061,3.987,105.035,0.862
1222.999467,145.118,3.923,140.352,0.675
1223.099319,89.854,4.095,84.766,0.829
1223.199150,106.655,3.916,101.862,0.715
1223.299792,117.691,3.900,112.764,0.837
1223.399626,115.393,3.945,110.490,0.792
1223.499457,90.903,5.604,84.251,0.867
1223.599289,124.692,3.909,119.762,0.848
1223.699128,108.810,3.891,103.639,1.088
1223.799775,113.616,3.921,108.805,0.713
1223.899608,116.317,4.063,111.169,0.919
1223.999442,130.465,4.125,125.405,0.764
1224.099282,101.071,4.112,95.881,0.915
1224.199126,82.783,3.891,77.971,0.750
1224.299773,87.621,4.075,82.236,1.133
1224.399608,151.159,4.093,146.136,0.765
1224.499441,108.677,3.940,103.458,1.081
1224.599271,107.151,3.976,101.904,1.110
1224.699496,84.473,4.054,79.046,1.191
1224.799340,113.672,3.945,108.539,0.902
1224.899192,94.641,4.074,89.271,1.037
1224.999834,82.017,3.933,76.969,0.949
1225.099677,114.194,3.965,109.002,1.034
1225.199502,120.790,3.926,115.901,0.793
1225.299341,101.724,4.099,96.626,0.827
1225.399171,102.733,3.915,97.907,0.744
1225.499807,123.369,4.110,118.177,0.912
1225.599662,101.939,3.937,97.115,0.724
1225.699510,102.060,3.905,97.110,0.880
1225.799351,94.268,4.108,89.233,0.761
1225.899194,86.768,4.118,81.472,0.971
1225.999840,106.864,4.087,101.879,0.734
1226.099676,107.240,3.924,102.316,0.834
1226.199526,160.437,3.925,155.609,0.736
1226.299378,77.854,3.918,72.750,1.020
1226.399232,114.575,4.049,109.530,0.823
1226.499469,114.358,3.989,109.346,0.858
1226.599306,107.379,4.012,102.410,0.774
1226.699138,115.475,4.105,110.336,0.869
1226.799779,107.927,3.929,103.066,0.739
1226.899600,103.009,3.920,98.114,0.809
1226.999432,98.249,3.888,93.456,0.741
1227.099263,108.745,3.924,103.764,0.883
1227.199516,119.757,4.139,114.034,1.406
1227.299358,78.814,3.909,73.877,0.852
1227.399191,119.747,3.932,114.825,0.824
1227.499831,101.582,4.185,96.361,0.862
1227.599674,110.714,4.191,105.601,0.763
1227.699509,144.677,3.971,139.155,1.349
1227.799352,115.221,3.977,110.349,0.695
1227.899196,104.334,4.107,99.164,0.897
1227.999852,119.017,3.912,114.137,0.801
1228.099698,99.229,3.919,93.729,1.384
1228.199517,132.259,4.264,126.528,1.186
1228.299367,94.429,4.098,89.309,0.821
1228.399207,151.295,3.892,146.450,0.757
1228.499449,84.484,3.907,79.630,0.776
1228.599295,96.891,3.930,92.019,0.775
1228.699132,102.886,4.101,97.734,0.879
1228.799770,126.376,4.111,121.297,0.803
1228.899617,130.788,4.081,124.539,1.984
1228.999443,114.097,3.919,109.280,0.699
1229.099290,139.915,4.079,134.335,1.304
1229.199131,116.919,3.951,111.951,0.788
1229.299780,102.421,3.994,97.370,0.888
1229.399626,94.623,4.086,89.617,0.751
1229.499455,116.796,3.902,111.872,0.858
1229.599294,102.631,3.923,97.487,1.021
1229.699141,105.125,4.088,100.072,0.802
1229.799775,116.462,3.920,111.596,0.776
1229.899620,100.521,3.934,95.502,0.918
1229.999478,117.483,3.909,112.704,0.703
1230.099320,120.642,3.919,115.491,1.063
1230.199165,100.000,4.064,95.024,0.742
1230.299814,83.174,3.897,78.289,0.820
1230.399639,91.169,3.945,86.347,0.712
1230.499483,91.059,3.924,85.806,1.156
1230.599315,110.702,3.950,105.856,0.730
1230.699161,87.118,5.717,80.291,0.938
1230.799800,88.650,4.087,83.647,0.745
1230.899644,82.443,3.932,77.510,0.827
1230.999485,83.338,4.056,78.289,0.825
1231.099324,103.931,3.903,98.943,0.909
1231.199159,87.294,4.049,82.319,0.759
1231.299796,94.602,4.124,89.277,1.023
1231.399645,92.291,5.582,85.676,0.763
1231.499490,110.819,4.060,105.658,0.906
1231.599326,111.498,4.117,106.380,0.829
1231.699150,114.304,3.985,108.738,1.406
1231.799782,85.244,3.898,80.178,0.997
1231.899619,70.502,3.902,65.516,0.813
1231.999456,109.057,3.909,104.212,0.771
1232.099281,113.023,3.971,107.865,1.015
1232.199138,86.929,5.712,80.305,0.745
1232.299786,84.777,3.954,79.815,0.838
1232.399629,94.068,3.999,89.164,0.740
1232.499467,99.675,4.088,94.643,0.780
1232.599295,115.211,4.112,110.000,0.927
1232.699134,102.099,3.946,96.675,1.289
1232.799778,90.213,4.204,85.058,0.768
1232.899605,149.221,3.902,143.738,1.383
1232.999457,103.923,3.907,99.133,0.683
1233.099315,74.740,4.004,69.670,0.902
1233.199150,113.416,3.944,108.015,1.270
1233.299794,152.366,3.922,147.501,0.742
1233.399635,98.849,4.088,93.868,0.729
1233.499467,155.785,4.202,150.434,0.981
1233.599315,92.972,3.910,88.200,0.698
1233.699156,123.794,5.650,116.427,1.509
1233.799786,111.826,3.909,107.028,0.675
1233.899637,102.617,4.101,97.476,0.872
1233.999481,97.810,3.902,92.551,1.174
1234.099307,98.580,3.896,93.776,0.712
1234.199162,101.996,3.921,97.171,0.745
1234.299810,127.720,4.055,120.968,2.435
1234.399649,122.141,3.899,117.107,0.681
1234.499487,102.288,3.909,95.403,2.773
1234.599334,127.395,3.903,122.616,0.683
1234.699172,102.783,3.926,97.338,1.361
1234.799820,116.218,3.954,110.794,1.286
1234.899654,105.106,4.143,100.011,0.764
1234.999503,108.036,4.135,102.954,0.780
1235.099333,94.481,4.041,89.358,0.902
1235.199164,114.048,3.987,109.033,0.857
1235.299815,88.439,4.170,83.232,0.853
1235.399672,91.725,4.029,86.734,0.797
1235.499518,86.783,3.969,81.752,0.875
1235.599364,95.403,3.923,90.548,0.764
1235.699220,84.440,4.149,79.288,0.841
1235.799455,121.164,4.135,116.111,0.745
1235.899288,110.649,4.010,105.597,0.874
1235.999132,111.680,4.107,106.620,0.766
1236.099780,83.685,3.921,78.742,0.846
1236.199629,121.574,5.798,114.857,0.748
1236.299467,92.048,4.034,86.847,0.977
1236.399297,103.546,4.017,98.594,0.764
1236.499147,76.995,3.922,72.037,0.854
1236.599800,101.498,3.918,96.710,0.706
1236.699628,96.626,3.902,91.683,0.872
1236.799475,98.130,3.984,93.204,0.753
1236.899300,127.408,4.087,122.309,0.844
1236.999151,84.340,3.940,79.474,0.759
1237.099799,106.645,3.918,101.522,1.035
1237.199645,95.461,3.937,90.623,0.720
1237.299467,106.486,3.931,101.483,0.912
1237.399314,87.151,3.956,82.274,0.755
1237.499150,91.035,4.100,85.847,0.913
1237.599794,114.818,3.948,109.971,0.730
1237.699642,101.076,4.079,95.779,1.051
1237.799478,85.651,4.003,80.742,0.732
1237.899313,108.573,3.947,103.632,0.829
1237.999162,104.943,3.960,99.663,1.125
1238.099807,115.221,4.161,107.881,2.867
1238.199648,120.644,4.154,115.596,0.691
1238.299493,90.086,3.942,84.852,1.087
1238.399351,148.525,3.933,143.711,0.686
1238.499194,93.271,3.911,88.438,0.744
1238.599829,156.293,5.788,148.969,1.358
1238.699675,101.495,3.934,96.556,0.801
1238.799532,94.323,4.103,89.280,0.773
1238.899387,99.949,3.983,94.912,0.887
1238.999221,100.271,4.005,95.366,0.731
1239.099468,85.902,3.951,80.910,0.871
1239.199308,138.505,4.032,133.514,0.771
1239.299149,122.757,4.026,117.726,0.840
1239.399777,169.050,4.141,163.468,1.271
1239.499620,124.946,4.132,119.818,0.798
1239.599466,96.803,4.116,91.325,1.185
1239.699323,115.665,3.896,110.197,1.363
1239.799161,130.280,3.945,125.425,0.711
1239.899791,79.685,3.970,74.695,0.854
1239.999636,129.096,3.920,123.675,1.318
1240.099478,119.675,3.933,114.731,0.809
1240.199315,93.062,4.098,88.082,0.717
1240.299162,121.687,4.009,116.738,0.744
1240.399800,93.837,5.833,87.136,0.705
1240.499662,85.719,3.906,80.252,1.376
1240.599498,145.356,4.146,140.273,0.713
1240.699334,126.152,3.908,121.149,0.927
1240.799162,112.692,3.923,107.785,0.813
1240.899807,112.101,3.964,107.164,0.805
1240.999641,103.761,4.079,98.740,0.775
1241.099485,95.392,4.021,90.468,0.741
1241.199318,89.729,4.147,84.488,0.902
1241.299159,113.711,4.091,108.630,0.822
1241.399809,121.292,3.923,116.480,0.723
1241.499641,101.350,3.935,96.412,0.834
1241.599489,91.938,4.134,86.678,0.950
1241.699328,107.784,3.933,102.860,0.823
1241.799163,115.391,4.003,110.492,0.731
1241.899795,119.670,4.041,113.814,1.625
1241.999644,126.987,3.969,122.151,0.671
1242.099476,116.155,3.905,110.603,1.443
1242.199317,131.098,4.111,126.089,0.698
1242.299161,84.967,3.932,80.037,0.834
1242.399789,137.210,4.022,131.766,1.245
1242.499632,135.695,3.930,130.741,0.834
1242.599484,116.139,4.127,111.098,0.751
1242.699318,97.218,3.970,92.227,0.856
1242.799159,93.904,3.950,89.029,0.749
1242.899806,88.674,4.103,83.537,0.808
1242.999651,102.493,3.952,97.623,0.748
1243.099486,108.717,4.040,103.643,0.862
1243.199337,110.599,4.143,105.349,0.943
1243.299176,100.590,4.213,94.854,1.287
1243.399804,96.233,4.144,91.069,0.854
1243.499663,106.241,3.933,101.306,0.835
1243.599502,91.363,4.080,86.336,0.778
1243.699336,108.474,3.925,103.552,0.823
1243.799177,102.249,3.891,97.471,0.723
1243.899817,79.640,3.905,74.741,0.828
1243.999649,120.761,3.918,115.941,0.734
1244.099487,107.646,3.936,102.602,0.932
1244.199328,121.770,4.103,116.676,0.823
1244.299167,118.348,4.131,112.502,1.492
1244.399801,101.815,4.181,96.707,0.725
1244.499655,110.862,3.999,105.860,0.834
1244.599495,141.087,4.094,136.150,0.668
1244.699335,104.419,4.099,99.405,0.753
1244.799174,98.511,3.947,93.472,0.919
1244.899819,109.574,3.982,104.596,0.827
1244.999658,109.866,3.966,104.986,0.747
1245.099495,97.240,3.947,92.245,0.853
1245.199325,100.063,3.989,95.093,0.782
1245.299178,100.178,3.941,95.141,0.932
1245.399814,121.722,4.044,116.237,1.173
1245.499671,88.976,3.961,83.575,1.265
1245.599510,88.621,4.079,83.602,0.771
1245.699352,83.671,4.135,78.499,0.869
1245.799190,95.361,3.933,90.527,0.739
1245.899813,86.548,3.881,81.651,0.845
1245.999654,116.562,3.938,111.689,0.769
1246.099499,101.512,3.928,96.564,0.847
1246.199345,114.903,3.908,110.074,0.755
1246.299203,89.903,3.934,84.811,0.996
1246.399429,95.480,4.189,90.258,0.840
1246.499270,106.609,3.909,101.497,1.025
1246.599502,107.121,4.108,102.020,0.819
1246.699343,81.615,3.965,76.665,0.785
1246.799162,112.693,3.977,107.827,0.727
1246.899816,109.803,4.139,102.877,2.577
1246.999650,120.609,4.123,115.608,0.664
1247.099509,97.156,3.952,91.904,1.129
1247.199349,142.824,4.004,137.932,0.712
1247.299197,115.016,3.993,109.940,0.917
1247.399823,95.494,3.984,90.527,0.739
1247.499663,102.356,3.954,97.352,0.873
1247.599510,88.997,3.957,84.154,0.718
1247.699356,90.471,4.024,85.393,0.879
1247.799190,119.208,3.974,114.318,0.743
1247.899829,106.710,4.140,101.584,0.805
1247.999671,89.942,5.724,83.289,0.764
1248.099508,90.238,4.017,85.215,0.833
1248.199344,104.577,4.149,99.503,0.755
1248.299183,102.532,3.948,97.563,0.849
1248.399821,129.979,4.164,124.594,1.055
1248.499658,108.323,3.931,102.806,1.378
1248.599495,86.486,3.970,81.043,1.307
1248.699339,79.185,3.963,73.973,1.062
1248.799181,107.317,4.000,102.333,0.768
1248.899831,115.945,3.925,110.910,0.942
1248.999651,125.447,3.965,120.590,0.714
1249.099496,104.810,3.898,99.890,0.841
1249.199345,121.710,3.947,116.835,0.763
1249.299181,119.363,4.080,114.208,0.904
1249.399823,95.149,4.053,89.979,0.935
1249.499662,87.172,3.986,82.019,0.964
1249.599482,102.431,3.928,97.580,0.750
1249.699322,87.172,4.022,82.121,0.846
1249.799164,115.601,5.646,108.979,0.808
1249.899803,96.949,3.954,92.011,0.815
1249.999646,93.708,4.049,88.766,0.728
1250.099490,110.251,3.900,105.300,0.890
1250.199312,111.316,3.977,106.454,0.716
1250.299160,106.222,3.941,101.237,0.875
1250.399806,82.687,3.939,77.828,0.753
1250.499644,146.877,3.933,141.394,1.380
1250.599500,99.095,4.032,94.168,0.693
1250.699348,94.965,4.055,89.852,0.890
1250.799204,125.767,4.054,120.845,0.700
1250.899429,110.216,4.103,105.133,0.812
1250.999266,109.516,4.151,104.423,0.771
1251.099490,91.629,4.078,86.490,0.893
1251.199325,115.830,4.149,110.747,0.770
1251.299165,111.393,3.960,105.884,1.368
1251.399804,148.033,3.944,143.126,0.743
1251.499648,89.923,3.952,84.908,0.900
1251.599493,86.999,4.041,81.903,0.888
1251.699338,96.847,4.021,91.542,0.913
1251.799162,90.459,4.189,85.309,0.791
1251.899785,104.631,3.995,99.332,1.128
1251.999620,95.475,4.025,90.240,0.988
1252.099451,109.233,3.966,103.457,1.597
1252.199292,97.981,4.065,92.993,0.708
1252.299127,85.224,3.935,80.042,1.068
1252.399773,113.541,4.166,108.282,0.925
1252.499621,92.482,3.989,87.297,0.909
1252.599455,102.218,4.126,96.904,1.022
1252.699274,84.533,4.015,79.494,0.850
1252.799516,125.165,4.115,119.916,0.950
1252.899347,114.828,4.177,109.637,0.847
1252.999183,90.811,4.131,85.735,0.776
1253.099819,116.830,3.950,111.812,0.898
1253.199654,127.314,3.923,122.459,0.762
1253.299494,93.848,4.021,88.849,0.812
1253.399325,99.547,4.117,94.475,0.788
1253.499170,88.786,4.011,83.691,0.912
1253.599806,98.445,4.173,93.346,0.726
1253.699639,110.920,3.939,105.947,0.867
1253.799473,99.430,4.053,94.484,0.728
1253.899298,112.512,4.147,107.289,0.910
1253.999138,100.780,3.992,95.866,0.757
1254.099767,100.446,4.025,95.449,0.808
1254.199613,109.670,4.192,104.507,0.799
1254.299456,85.196,4.164,79.992,0.836
1254.399300,92.523,3.963,87.466,0.901
1254.499147,86.106,4.140,80.769,0.932
1254.599781,94.616,4.011,89.631,0.802
1254.699622,102.239,4.010,97.179,0.872
1254.799461,91.963,3.976,86.911,0.909
1254.899299,112.396,3.959,107.438,0.824
1254.999140,113.404,4.030,108.467,0.742
1255.099781,116.593,4.021,111.570,0.833
1255.199615,154.254,4.194,149.099,0.792
1255.299453,114.462,3.947,109.491,0.848
1255.399299,110.383,3.945,105.488,0.786
1255.499157,100.539,4.159,95.366,0.844
1255.599799,99.603,4.183,94.507,0.747
1255.699646,97.054,3.996,91.989,0.902
1255.799491,101.991,3.999,97.010,0.814
1255.899338,93.334,4.189,88.041,0.916
1255.999169,92.446,3.970,87.559,0.754
1256.099821,113.502,4.038,108.504,0.796
1256.199666,91.705,4.159,86.632,0.747
1256.299499,111.239,3.956,106.283,0.829
1256.399345,110.308,3.945,105.440,0.751
1256.499183,116.044,4.047,110.733,1.084
1256.599831,118.524,4.178,113.364,0.745
1256.699677,111.031,3.972,106.014,0.869
1256.799536,85.894,4.049,80.946,0.732
1256.899380,92.540,4.049,87.436,0.888
1256.999223,108.027,3.966,103.140,0.751
1257.099479,113.343,4.007,108.314,0.853
1257.199332,110.627,3.993,105.583,0.867
1257.299170,108.767,4.048,103.781,0.776
1257.399800,120.624,4.106,115.515,0.815
1257.499621,110.107,4.085,105.046,0.803
1257.599456,89.207,4.167,83.974,0.893
1257.699307,92.220,4.331,86.554,1.152
1257.799150,121.152,4.006,116.067,0.909
1257.899787,110.795,3.995,105.621,0.995
1257.999620,93.158,3.991,88.182,0.801
1258.099455,102.699,4.184,97.156,1.161
1258.199308,84.409,4.155,79.332,0.752
1258.299153,105.223,3.995,100.238,0.834
1258.399784,97.975,4.201,92.837,0.763
1258.499632,119.573,4.063,114.198,1.143
1258.599464,91.307,3.967,86.362,0.765
1258.699296,84.904,4.137,79.563,1.028
1258.799135,102.221,3.984,97.158,0.883
1258.899767,111.917,3.993,106.154,1.522
1258.999612,112.606,4.165,107.463,0.767
1259.099441,106.403,3.970,101.396,0.824
1259.199282,129.720,4.179,123.836,1.517
1259.299126,155.286,4.026,149.789,1.297
1259.399771,90.479,4.202,85.329,0.764
1259.499618,74.117,4.049,69.089,0.788
1259.599452,93.242,3.962,88.146,0.942
1259.699302,87.181,3.972,82.147,0.892
1259.799141,114.442,3.961,109.050,1.254
1259.899788,113.789,3.979,108.460,1.179
1259.999622,89.250,3.990,84.117,0.972
1260.099460,115.315,4.067,110.012,1.060
1260.199276,119.071,4.190,113.764,0.950
1260.299516,111.940,3.967,106.924,0.881
1260.399361,109.734,3.996,104.813,0.751
1260.499194,87.181,4.144,82.023,0.823
1260.599822,84.375,4.004,79.342,0.864
1260.699654,78.322,4.134,72.904,1.110
1260.799497,123.182,3.981,118.210,0.829
1260.899340,110.457,4.011,105.402,0.879
1260.999174,110.034,4.033,105.049,0.785
1261.099832,92.181,4.070,87.083,0.858
1261.199682,123.242,4.210,118.090,0.733
1261.299513,116.599,3.976,111.572,0.887
1261.399354,108.037,4.017,103.038,0.810
1261.499188,84.701,3.993,79.727,0.812
1261.599825,95.743,3.990,90.822,0.764
1261.699670,104.650,4.126,99.560,0.791
1261.799505,93.026,4.195,87.931,0.736
1261.899324,103.066,4.185,97.934,0.781
1261.999155,103.553,4.182,98.443,0.763
1262.099791,92.280,3.980,87.274,0.858
1262.199617,115.478,4.011,110.522,0.775
1262.299461,95.483,4.011,90.489,0.818
1262.399292,107.512,4.036,102.374,0.936
1262.499137,113.773,3.962,108.505,1.126
1262.599770,127.459,4.143,122.283,0.780
1262.699621,113.018,4.138,107.834,0.874
1262.799462,120.634,4.023,115.671,0.775
1262.899303,94.699,3.986,89.706,0.834
1262.999141,120.808,4.300,115.527,0.814
1263.099774,112.684,4.012,107.517,0.989
1263.199610,121.190,4.005,116.134,0.882
1263.299436,91.286,3.982,86.191,0.939
1263.399278,88.548,4.090,83.285,1.005
1263.499125,109.039,4.221,103.736,0.887
1263.599770,106.422,3.998,101.423,0.815
1263.699612,83.410,3.991,78.225,1.000
1263.799450,100.555,4.098,95.517,0.769
1263.899282,80.272,4.083,75.203,0.823
1263.999117,106.856,4.077,101.833,0.781
1264.099742,100.600,4.017,95.590,0.825
1264.199581,109.569,4.001,104.613,0.785
1264.299428,142.326,4.002,136.566,1.578
1264.399261,120.611,4.181,115.527,0.707
1264.499499,149.727,4.056,143.619,1.840
1264.599329,101.673,4.038,96.699,0.731
1264.699168,104.979,4.023,99.771,1.013
1264.799809,105.948,3.981,101.027,0.769
1264.899657,96.690,4.150,91.472,0.904
1264.999488,90.368,4.197,85.222,0.781
1265.099325,88.783,4.051,83.665,0.899
1265.199163,92.695,4.207,87.504,0.802
1265.299810,81.356,4.048,76.230,0.897
1265.399654,105.890,4.041,100.868,0.815
1265.499500,88.390,4.038,83.329,0.856
1265.599342,110.737,4.028,105.778,0.765
1265.699199,85.758,4.052,80.741,0.794
1265.799459,103.624,4.020,98.611,0.790
1265.899298,89.495,4.163,84.348,0.811
1265.999135,95.639,3.975,90.744,0.750
1266.099790,114.374,4.175,109.185,0.825
1266.199630,120.211,3.990,115.288,0.770
1266.299473,89.421,4.036,84.302,0.911
1266.399316,93.144,4.039,87.863,0.964
1266.499155,89.289,4.182,84.075,0.854
1266.599798,89.476,3.997,84.563,0.745
1266.699639,85.605,4.173,80.345,0.919
1266.799484,101.947,4.013,96.949,0.816
1266.899305,103.621,3.975,98.682,0.796
1266.999129,106.949,4.197,101.849,0.738
1267.099766,99.616,4.050,94.573,0.827
1267.199611,94.799,4.191,89.682,0.757
1267.299456,100.150,4.167,94.489,1.326
1267.399282,102.930,3.979,98.023,0.759
1267.499123,110.817,3.990,105.647,1.006
1267.599769,103.428,4.171,98.262,0.815
1267.699604,109.739,3.986,104.642,0.942
1267.799450,118.766,4.083,113.701,0.805
1267.899293,85.820,4.133,80.632,0.884
1267.999134,102.308,4.066,97.300,0.773
1268.099763,104.340,4.017,99.118,0.990
1268.199597,108.095,4.020,103.091,0.811
1268.299438,87.769,3.998,82.003,1.577
1268.399281,92.610,4.690,86.982,0.694
1268.499118,79.120,4.004,74.226,0.730
1268.599755,118.945,3.978,113.957,0.817
1268.699608,77.943,4.010,72.889,0.874
1268.799450,89.008,4.202,83.880,0.759
1268.899278,78.682,4.133,73.497,0.886
1268.999127,92.196,4.158,87.137,0.742
1269.099751,103.195,3.985,98.249,0.787
1269.199592,97.721,3.961,92.839,0.751
1269.299424,81.461,3.967,76.458,0.867
1269.399269,102.611,3.995,97.588,0.852
1269.499512,96.234,4.070,91.145,0.826
1269.599357,107.795,4.021,102.834,0.769
1269.699200,124.844,4.091,119.699,0.880
1269.799446,115.663,4.001,110.756,0.743
1269.899290,113.222,3.971,108.234,0.853
1269.999117,108.944,4.215,103.830,0.743
1270.099758,115.280,4.192,109.689,1.222
1270.199594,119.513,4.210,114.371,0.755
1270.299435,98.893,4.069,93.665,0.975
1270.399278,109.798,4.061,104.764,0.774
1270.499131,101.637,3.981,96.581,0.907
1270.599775,119.782,4.169,114.679,0.766
1270.699611,119.157,3.979,114.198,0.807
1270.799448,100.989,3.968,96.115,0.736
1270.899299,160.255,3.975,154.561,1.504
1270.999145,104.309,4.098,99.332,0.681
1271.099780,93.268,3.998,88.198,0.905
1271.199615,144.597,4.131,139.486,0.808
1271.299472,112.214,4.140,107.009,0.890
1271.399319,95.263,3.978,90.303,0.811
1271.499144,115.413,4.156,108.761,2.306
1271.599787,97.730,4.087,92.711,0.715
1271.699636,89.064,4.000,84.073,0.824
1271.799477,89.118,3.993,84.073,0.879
1271.899316,88.001,4.072,82.922,0.835
1271.999154,103.208,4.162,98.117,0.764
1272.099804,116.001,4.164,110.695,0.975
1272.199650,113.154,4.012,107.893,1.081
1272.299514,112.619,4.040,107.572,0.803
1272.399363,112.618,4.189,107.494,0.769
1272.499196,122.659,4.188,117.451,0.853
1272.599847,107.824,4.200,102.669,0.765
1272.699694,99.618,4.092,94.537,0.804
1272.799528,109.670,4.015,104.708,0.780
1272.899370,81.525,3.972,76.460,0.913
1272.999220,109.326,4.058,104.360,0.743
1273.099473,122.554,4.168,117.395,0.821
1273.199315,89.154,4.063,84.139,0.783
1273.299162,105.864,4.003,99.822,1.837
1273.399798,98.639,3.981,93.118,1.341
1273.499631,100.777,4.043,95.732,0.827
1273.599470,108.637,4.000,103.269,1.193
1273.699309,119.284,4.178,113.289,1.620
1273.799150,86.209,4.082,81.078,0.769
1273.899791,105.909,4.171,100.218,1.340
1273.999639,142.883,4.169,137.785,0.712
1274.099489,104.024,4.175,98.852,0.832
1274.199326,107.213,5.699,100.098,1.240
1274.299158,119.162,4.198,113.994,0.775
1274.399804,99.699,5.710,92.673,1.144
1274.499643,98.502,5.778,91.532,1.014
1274.599477,96.015,4.319,90.590,0.842
1274.699314,91.588,4.072,86.480,0.859
1274.799163,116.705,4.003,111.727,0.802
1274.899795,98.091,4.095,92.877,0.910
1274.999636,92.751,4.007,87.738,0.825
1275.099473,80.891,4.206,75.674,0.829
1275.199307,103.614,4.163,98.513,0.772
1275.299147,116.596,4.006,111.492,0.930
1275.399775,116.071,4.162,110.673,1.021
1275.499625,151.584,4.053,145.620,1.730
1275.599469,109.575,3.993,104.730,0.687
1275.699322,112.885,3.988,107.272,1.438
1275.799165,124.930,4.246,119.746,0.723
1275.899800,80.562,4.105,75.368,0.923
1275.999632,116.575,4.290,111.259,0.837
1276.099473,89.359,4.081,84.247,0.845
1276.199326,86.416,4.057,81.386,0.783
1276.299170,106.392,4.292,100.986,0.938
1276.399797,107.595,4.088,101.540,1.783
1276.499649,98.863,4.077,93.625,0.822
1276.599498,78.597,4.046,73.627,0.757
1276.699334,114.958,4.184,109.722,0.877
1276.799172,103.119,4.039,98.113,0.802
1276.899808,100.778,4.046,95.610,0.946
1276.999639,83.862,3.984,78.918,0.786
1277.099481,91.174,3.987,86.185,0.832
1277.199322,146.354,4.178,141.176,0.775
1277.299156,99.550,4.069,94.478,0.821
1277.399790,93.381,3.979,88.194,1.003
1277.499642,98.406,5.773,91.610,0.856
1277.599477,105.453,4.166,100.189,0.909
1277.699314,97.986,4.120,92.848,0.846
1277.799156,107.046,4.169,101.985,0.725
1277.899780,85.591,5.741,78.588,1.083
1277.999625,96.830,4.040,91.174,1.442
1278.099470,91.611,4.010,86.306,1.129
1278.199297,101.327,4.113,96.219,0.828
1278.299126,76.430,4.091,71.314,0.847
1278.399784,105.263,4.220,99.130,1.735
1278.499612,118.370,4.099,110.935,3.076
1278.599452,98.240,4.170,92.943,0.766
1278.699286,87.878,4.020,82.806,0.881
