frame_id,total_ms,prep_map_ms,build_ms,solve_ms,marg_ms
1595,61.9988,2.82798,13.5971,27.6723,10.9336
1596,97.0347,2.65998,14.2318,60.2066,11.8576
1597,70.341,2.97556,11.1877,38.229,11.5662
1598,79.8945,2.86181,12.8913,46.0319,11.4939
1599,55.7342,2.97556,11.372,22.0043,12.6947
1600,80.9322,2.62119,13.3235,46.2834,12.3144
1601,74.7921,2.53661,11.8917,42.6469,11.1308
1602,76.4855,2.4774,14.384,40.4326,12.5115
1603,105.88,2.73931,15.4702,68.5677,11.1413
1604,62.306,2.42606,12.0682,28.7981,12.2315
1605,84.83,3.87651,22.728,38.484,11.7112
1606,74.2496,2.99131,20.7764,33.1194,10.7201
1607,82.5457,2.47011,13.4186,48.0859,11.892
1608,65.2293,3.15377,12.4576,30.3532,12.5451
1609,69.3829,2.86881,13.9789,34.2983,11.5849
1610,93.0182,2.57423,17.4001,52.2158,12.2193
1611,78.8824,2.65531,22.6162,32.5366,12.6798
1612,64.3371,2.2219,13.3425,26.1576,16.2804
1613,86.9548,2.57686,16.2871,46.8124,12.8041
1614,80.9865,2.31436,13.6639,45.5215,12.5474
1615,81.9116,2.25515,13.7441,47.3229,11.9725
1616,99.0848,5.18404,17.5684,55.1803,13.7689
1617,67.4952,2.00023,9.89559,33.491,14.739
1618,127.687,3.95118,35.0452,63.8529,13.8223
1619,72.8732,2.26623,11.654,41.2711,11.2224
1620,113.973,2.41673,13.2719,74.4599,13.2325
1621,78.9685,4.85563,15.4369,38.9465,11.4607
1622,70.3037,2.17203,11.5756,32.7714,16.8016
1623,77.0712,2.51036,13.5729,40.0292,12.7965
1624,76.5027,2.43102,17.0358,31.846,18.5502
1625,61.223,2.25223,9.41843,31.2521,11.7652
1626,116.515,2.17407,15.6329,72.8517,17.8105
1627,100.095,2.56256,13.3976,66.5508,9.70397
1628,135.752,2.33011,15.2899,85.3877,20.7511
1629,102.018,2.77285,14.3344,66.638,10.3095
1630,68.4198,2.59669,12.9659,34.2534,12.1376
1631,84.3718,4.87634,13.7706,43.6222,13.7193
1632,107.884,5.86304,24.4272,56.4429,12.0262
1633,57.2998,2.51123,10.065,26.5785,11.458
1634,88.3058,2.38611,12.1402,47.2998,15.908
1635,95.7998,2.88602,18.3329,50.4938,13.7549
1636,70.5041,2.39836,11.587,27.4293,22.24
1637,94.0315,5.59879,14.3601,48.7284,16.5257
1638,71.1055,1.99819,10.2701,40.8406,11.6599
1639,62.5854,2.09823,10.9147,29.3161,13.4195
1640,123.066,4.86205,18.278,78.4866,11.972
1641,103.871,4.53976,15.418,62.8692,11.7894
1642,88.4685,2.40477,16.9597,45.1785,13.7928
1643,90.1325,2.35607,16.5418,50.7511,12.3523
1644,80.5729,2.31348,10.9765,38.1547,21.4604
1645,73.297,2.33215,9.71389,41.2942,13.5618
1646,66.7973,2.42723,10.9482,28.5557,17.9158
1647,91.3417,2.27061,13.8077,53.6222,13.0193
1648,98.9265,2.55615,15.2821,59.7915,11.7646
1649,79.4999,2.56344,14.1026,43.7608,10.9406
1650,69.31,2.37532,9.91193,39.0749,11.6109
1651,85.8544,2.48119,16.0287,47.4515,11.526
1652,93.9431,2.38523,17.9834,53.5102,12.0606
1653,80.4408,4.03343,23.6837,34.4374,11.8092
1654,104.405,6.44958,19.9863,56.3496,13.3894
1655,85.8351,1.87365,14.7725,46.8533,12.0688
1656,109.227,4.90434,16.5951,68.3236,11.1635
1657,62.9389,2.21898,11.3682,30.8963,11.5289
1658,98.3178,2.27702,11.5135,62.3243,13.8004
1659,112.478,7.3272,19.9461,55.7508,19.839
1660,94.2362,2.54448,16.9402,54.0647,12.3634
1661,75.4262,2.58502,11.1687,43.2317,12.0586
1662,72.3179,2.9149,9.88918,34.268,18.7476
1663,66.1699,2.44182,11.0999,32.4203,12.9508
1664,79.2753,2.54623,13.033,38.6184,18.2664
1665,87.0292,2.41323,9.82414,53.5213,14.3747
1666,88.2189,2.45494,10.2225,57.4909,11.64
1667,77.7085,2.37852,9.76551,48.0214,11.185
1668,73.8856,2.17873,9.82501,44.3534,11.3481
1669,83.4047,2.50423,13.0896,46.4904,11.7354
1670,68.8713,2.54536,13.1514,34.1317,12.1192
1671,85.3448,2.64686,11.4831,52.2742,12.4552
1672,80.5006,2.29744,10.2281,49.4631,11.8775
1673,57.9712,2.40244,10.9144,22.6909,14.7766
1674,98.6097,2.59931,16.9667,58.2833,12.1916
1675,85.8065,2.37386,13.4557,48.974,12.5107
1676,97.7744,2.29744,13.3927,63.1287,12.2132
1677,84.2557,2.25194,11.8066,51.9314,11.183
1678,78.3772,4.62638,13.7482,38.3384,14.2356
1679,87.7324,2.74515,10.4463,44.9898,15.2386
1680,114.817,2.38465,11.1465,78.444,14.4053
1681,83.1535,1.88532,12.9826,48.7045,11.526
1682,76.4036,2.57744,16.8579,38.796,11.6441
1683,87.8835,2.51473,14.1484,52.4646,10.7648
1684,86.1577,2.54798,15.8126,47.8376,11.6094
1685,72.2071,2.41936,12.7522,38.2804,12.2677
1686,75.9897,2.48556,17.0175,36.4067,11.9854
1687,76.6334,2.52261,15.3544,39.4724,11.5808
1688,96.9901,5.79946,15.3704,49.3721,11.3236
1689,62.7752,2.55673,11.6266,30.7333,11.3772
1690,64.1939,2.47886,9.5628,32.0434,12.2467
1691,61.582,2.81165,10.4113,30.3716,11.8378
1692,73.4122,3.50143,12.7877,39.5144,11.0771
1693,64.4301,2.52173,11.8871,30.061,12.506
1694,94.1067,2.36044,13.7295,57.9602,11.8664
1695,79.6737,4.60976,14.4552,41.0217,11.6616
1696,90.9856,2.8939,11.5263,58.4534,11.0313
1697,67.1336,3.28239,11.5919,33.8844,11.752
1698,73.0795,3.02894,16.8839,34.5841,12.2429
1699,81.8218,2.48119,15.8686,42.9625,11.953
1700,84.1627,7.00899,18.5691,37.9435,11.5595
1701,59.5964,2.81865,8.83802,29.5969,11.8705
1702,87.8776,3.13423,22.1143,45.5087,10.0061
1703,76.9268,3.9506,14.0361,40.5694,9.64739
1704,98.421,7.79269,15.0686,54.6282,12.5842
1705,73.6304,2.08015,11.1387,43.6228,10.0455
1706,120.974,4.86175,21.986,73.162,11.6362
1707,92.1494,2.0119,14.1624,54.4053,13.0345
1708,72.8636,2.34761,23.5052,28.8742,11.6616
1709,79.0105,2.84577,13.8605,42.5737,12.245
1710,66.1833,2.48119,11.3781,31.5549,13.824
1711,67.9138,2.43423,16.2195,31.027,11.5286
1712,96.5853,2.19828,14.0649,59.6241,11.9892
1713,84.2695,2.95835,16.6675,43.5817,12.4509
1714,65.129,2.80319,12.7749,29.0034,13.8605
1715,68.1987,2.63198,13.8159,33.3807,11.5855
1716,82.6286,2.16823,15.3911,46.1889,10.9788
1717,80.1415,3.71406,17.7192,40.7397,11.0337
1718,105.666,8.11265,13.8485,62.5728,12.5944
1719,84.098,2.38902,12.396,43.8652,14.9134
1720,60.6665,2.33886,10.3127,27.7402,12.4261
1721,56.0515,2.45406,9.6363,25.5023,11.8468
1722,84.8373,2.47623,17.2175,45.8753,11.2197
1723,91.9213,2.92219,16.1288,48.1932,11.4423
1724,103.491,2.40798,17.5416,61.1031,13.558
1725,83.3198,2.67369,10.1797,50.1348,12.5973
1726,99.7189,2.50015,12.8621,65.6021,12.1907
1727,96.529,2.50394,12.6194,62.1234,12.2552
1728,71.6497,2.32573,11.36,36.8002,14.6176
1729,64.8991,2.61915,11.5817,32.641,11.2801
1730,80.5851,3.39352,13.9754,44.9408,10.7799
1731,64.8688,2.94931,12.7014,33.4253,9.14514
1732,91.0124,2.43919,17.1528,52.0154,10.3039
1733,74.7673,2.42898,20.1593,34.256,11.363
1734,71.2603,2.23415,11.7932,38.1978,11.9127
1735,88.7208,2.49811,13.5811,53.3189,11.5587
1736,89.1531,2.54448,20.6927,45.371,12.0726
1737,84.0332,5.43925,19.5517,40.7257,12.044
1738,60.0193,3.28239,10.5568,26.9626,12.1219
1739,109.515,3.28618,17.3532,61.1568,12.5255
1740,76.4806,4.8638,11.6001,35.8841,16.0494
1741,71.7865,2.24698,11.2556,36.9195,12.3514
1742,98.5418,4.83988,17.0379,46.818,17.1857
1743,88.3872,2.28227,14.4666,50.259,12.3123
1744,86.6979,2.31319,10.6528,54.0985,12.7151
1745,69.3768,2.28927,12.1761,36.6156,11.5797
1746,94.0198,2.3969,13.1707,58.1515,11.846
1747,88.9136,4.23818,15.6496,49.1997,11.4764
1748,125.257,2.97644,19.9277,79.3593,14.2332
1749,67.8307,2.73377,10.4325,20.7837,16.4613
1750,62.5571,2.67456,11.4992,27.9907,13.2664
1751,72.6644,2.64685,16.5633,34.2458,11.1748
1752,64.0556,2.54682,11.1798,30.4244,12.8869
1753,81.3432,3.07619,13.1707,42.2397,13.5012
1754,70.4889,2.37152,10.3036,37.3643,12.4447
1755,68.43,2.47682,10.6148,34.5162,12.6994
1756,73.4642,5.46842,14.2796,33.6356,12.9546
1757,60.9681,2.36832,11.1629,28.4382,12.1682
1758,89.7793,2.93852,16.5703,44.8953,16.4204
1759,69.8709,2.30736,13.9844,32.4203,11.9378
1760,78.5067,2.58998,14.9481,38.3959,14.1536
1761,61.2618,2.48411,9.82151,30.1919,11.5852
1762,101.382,2.48644,15.39,63.2425,11.1827
1763,92.2587,2.60456,15.6382,48.9824,12.4094
1764,67.0067,2.31232,10.4177,33.6242,13.3728
1765,94.7399,3.26956,16.2784,46.4018,17.9718
1766,105.303,2.93035,17.081,64.6891,12.3905
1767,70.6642,4.56367,12.7828,34.7638,11.4898
1768,76.5823,2.29365,11.4402,42.9701,12.6168
1769,65.5612,2.33711,11.615,32.0851,12.674
1770,75.7351,2.49548,10.261,44.0125,12.5541
1771,88.4099,2.35373,9.92418,57.7478,11.402
1772,76.5479,2.44677,14.3712,41.33,11.5625
1773,90.374,2.34994,12.6264,57.1925,11.6742
1774,77.2791,2.75506,15.047,40.6257,11.8722
1775,76.8253,2.81923,16.1646,37.121,11.8807
1776,86.9965,2.71073,11.0442,55.0225,11.7351
1777,63.4697,2.7851,11.2752,31.1011,11.3694
1778,69.4727,3.39527,10.6192,36.7089,11.1051
1779,63.8241,2.98898,12.5961,30.0202,11.8882
1780,72.9622,2.7259,12.6997,39.1609,11.7943
1781,79.5582,2.46865,15.3063,41.6713,11.4146
1782,69.9318,2.64015,10.2144,36.2629,13.8751
1783,90.6146,2.56198,14.6296,53.3113,11.857
1784,91.7854,2.26828,9.66022,61.7632,11.7456
1785,93.0404,2.49082,16.0004,55.2701,11.4236
1786,131.178,2.68973,21.979,83.0098,12.7694
1787,91.7982,2.48381,16.792,50.413,12.989
1788,88.0696,2.33332,14.6503,47.2619,13.7925
1789,77.1033,4.65642,13.2378,38.694,12.8481
1790,76.1594,3.8771,13.2947,35.9733,16.0141
1791,74.6883,4.24168,12.2566,40.2471,11.1853
1792,78.3323,14.053,11.3192,33.3982,12.4873
1793,70.8144,6.86841,11.8334,34.4613,10.9619
1794,70.6061,2.18311,11.5607,34.6757,15.7245
1795,90.7459,2.41936,14.0343,53.3749,12.4363
1796,67.9129,3.59827,12.7629,32.3497,12.1227
1797,89.0256,2.36219,14.9084,51.3849,11.8818
1798,84.8198,2.2779,19.0291,41.7833,12.4535
1799,91.1297,2.31436,16.5248,47.3167,12.5077
1800,93.8772,2.57802,15.4241,50.0508,16.8667
1801,88.3411,2.39077,13.6184,44.4829,18.0438
1802,61.9358,2.62615,13.2194,24.0445,15.0172
1803,67.7977,2.57831,9.89909,34.258,13.2034
1804,84.3992,2.70781,15.5396,41.2452,16.8296
1805,91.1664,2.43307,13.5647,46.1865,11.223
1806,88.2171,2.25369,17.4235,48.0961,11.9612
1807,86.2959,2.55673,13.9745,50.2736,10.7674
1808,97.6732,2.17086,15.3827,58.815,11.9886
1809,84.5296,2.58036,12.3561,50.8514,12.1181
1810,64.8186,2.7749,13.472,28.8541,12.6579
1811,68.3968,2.49256,12.1822,35.0484,11.7786
1812,96.7267,4.6608,17.4687,52.6309,12.7145
1813,85.2824,2.51298,15.2021,46.0279,12.4544
1814,67.3132,2.28169,18.5516,27.3634,12.4205
1815,77.0198,2.71773,12.7215,40.5592,11.657
1816,59.7174,2.32748,12.0347,27.2385,11.6397
1817,80.6601,3.34306,16.3592,41.5091,11.2416
1818,74.1061,2.69061,12.9741,38.9323,12.5352
1819,93.2513,3.08989,16.365,50.7945,14.349
1820,67.8843,3.02106,10.5405,29.3528,14.8276
1821,59.9099,2.39194,10.4098,27.7388,11.9562
1822,78.2518,2.48352,15.539,39.41,12.2721
1823,79.6454,2.73377,13.2687,40.5145,11.6887
1824,88.808,5.16625,22.9018,40.4991,13.3451
1825,83.9542,2.17319,13.4466,38.3539,21.5044
1826,93.2271,2.30678,13.6511,49.6955,18.0144
1827,127.211,2.78802,34.1443,69.5284,13.4428
1828,66.2122,2.62381,14.5788,28.6298,11.9792
1829,51.097,2.27703,9.90638,20.7616,11.2938
1830,67.8765,2.73027,11.7485,34.3283,12.3377
1831,64.1872,2.6594,9.99913,32.7119,12.021
1832,90.0479,2.49286,10.7225,57.0017,12.7822
1833,88.0293,2.83702,20.3346,43.2909,12.4325
1834,64.7734,2.72036,12.5401,30.0776,12.4937
1835,90.4665,2.3444,16.6453,50.3845,12.3613
1836,94.4515,3.36668,15.0484,53.1602,13.3629
1837,88.1573,2.28869,13.4819,48.0153,15.649
1838,87.1435,2.79794,16.4219,43.6992,14.011
1839,64.0425,2.38611,10.0808,31.6161,12.8073
1840,59.1959,2.52173,10.5591,25.2453,13.9722
1841,53.5336,2.58531,9.77601,24.2697,10.282
1842,99.1035,2.76469,15.8639,58.5041,12.4733
1843,86.3616,2.78656,14.5354,42.9438,17.1633
1844,86.767,2.44036,16.4006,47.0423,12.0329
1845,69.3981,2.47827,10.2272,34.7267,14.5692
1846,99.8449,2.41557,16.0398,60.8018,11.8168
1847,94.4019,2.60748,13.0911,58.0666,11.9294
1848,84.8181,2.81748,23.1208,38.8331,11.5948
1849,62.4156,2.6629,12.5346,27.9181,12.189
1850,72.7297,2.65531,12.7726,39.1478,11.6071
1851,82.6038,2.43831,13.3696,46.6234,11.47
1852,70.8252,2.32982,10.2395,38.8754,12.6224
1853,80.803,2.45173,11.4665,48.8678,11.4225
1854,80.5166,2.36423,15.7659,43.3174,10.7128
1855,70.0208,2.62935,11.0973,38.1477,11.6319
1856,92.8928,2.43948,15.3028,54.5494,11.9895
1857,72.2217,3.62364,16.0343,32.1376,11.7412
1858,84.3397,2.68915,16.7669,44.4132,12.3604
1859,87.1712,3.01027,12.9438,49.3651,15.0516
1860,103.202,2.53486,12.5804,69.8353,10.8304
1861,89.1152,2.94406,11.5277,58.3151,9.20172
1862,98.0745,2.46952,11.8492,68.6835,7.9989
1863,72.282,2.6979,13.5359,39.611,8.83773
1864,98.5435,2.96564,13.9346,62.1899,10.8374
1865,90.3265,2.85715,17.0008,49.8991,12.116
1866,97.5037,2.82273,13.2095,55.7858,12.6157
1867,66.8233,2.37648,11.8667,33.6916,11.7795
1868,64.018,2.88981,11.769,28.9856,13.3819
1869,86.034,2.83965,15.2637,46.9606,11.7792
1870,83.5178,2.82944,13.8981,44.856,13.5181
1871,59.2674,2.53836,10.8324,27.1744,11.9743
1872,77.2622,3.10885,11.9574,43.0593,12.2181
1873,57.8169,3.03331,10.5171,25.7318,11.8856
1874,84.7568,2.85423,23.2095,39.1959,11.1197
1875,77.6843,2.83119,21.5587,33.1293,11.7482
1876,86.0483,2.70606,11.3052,54.3534,10.6414
1877,104.671,2.39048,13.5569,62.1534,15.1458
1878,99.1805,1.96203,13.3107,65.9141,10.2188
1879,112.117,2.48265,12.1388,73.6558,13.4005
1880,79.2065,5.72333,20.8718,30.1701,13.8698
1881,82.8756,2.69615,12.3712,46.2863,12.625
1882,83.2988,2.31232,13.7566,45.9512,11.4621
1883,73.3892,2.45465,12.9805,35.1637,13.6642
1884,66.5418,2.55294,9.47093,34.2292,13.1576
1885,64.5486,2.45261,12.0422,31.5073,10.5863
1886,70.0275,2.45494,9.76143,39.9954,10.8572
1887,59.0096,2.33886,11.846,26.9186,11.3402
1888,84.1767,2.33215,16.7345,41.0538,12.0571
1889,64.9922,2.47827,11.5336,32.7845,11.6015
1890,88.6056,2.19011,18.8337,47.483,11.4971
1891,64.1977,2.70198,14.4849,27.9587,11.3446
1892,81.9428,2.33244,14.1769,45.7525,11.6861
1893,67.8686,2.74165,13.6304,34.1778,10.9322
1894,73.5053,2.33332,10.6665,41.3222,12.5602
1895,93.1425,2.47098,14.711,55.5256,12.6282
1896,97.2036,2.33069,13.4521,62.7601,12.1729
1897,66.5893,2.50131,12.7402,33.0013,11.6243
1898,70.3606,2.34002,16.3974,31.7766,12.0831
1899,67.5276,3.11556,11.9813,34.4899,11.6704
1900,68.0051,2.40127,10.9715,32.1977,14.3123
1901,64.0781,2.49315,9.93847,33.0045,12.1752
1902,80.5,2.43161,13.5916,45.3967,10.9403
1903,81.6535,2.32282,16.0646,43.7021,11.15
1904,85.5872,2.26127,13.9976,45.5422,11.3568
1905,78.0873,2.33419,14.0267,42.9508,10.4162
1906,72.6848,2.44532,9.94722,38.7529,15.0406
1907,77.9914,2.51094,12.7271,44.7145,9.99359
1908,81.9423,2.51794,13.7164,46.8988,10.7207
1909,88.4858,2.58415,13.1092,53.1707,11.1372
1910,81.6159,2.70402,17.0373,41.4484,13.255
1911,86.5771,3.76481,17.2403,43.1547,12.4348
1912,95.8027,2.71102,14.7218,55.4355,12.3275
1913,61.8903,2.29627,10.5352,30.8905,11.7958
1914,79.2044,2.71481,19.4946,37.5151,11.1769
1915,80.9491,2.93444,15.0233,41.9769,12.8
1916,85.5604,3.40022,13.6082,46.2411,13.2602
1917,63.7302,2.34061,9.99388,32.756,11.561
1918,69.4654,5.19367,15.4372,28.9655,12.8149
1919,57.8257,2.0539,11.7322,26.2469,11.1258
1920,94.6273,2.34207,14.6127,57.5089,11.594
1921,55.5869,2.77373,12.0688,23.2477,11.1034
1922,67.518,2.3059,13.1964,33.8544,11.3204
1923,56.5047,2.50744,8.92406,27.2053,11.6537
1924,70.1689,3.40577,11.8985,33.2031,15.3564
1925,81.7238,3.05548,15.3433,42.5932,11.9559
1926,75.0867,2.32981,10.4565,35.978,19.0941
1927,57.9403,2.48527,9.33443,27.3645,12.06
1928,79.1394,2.46748,11.4268,43.2422,15.1059
1929,72.9211,2.82069,9.18831,36.307,11.8419
1930,83.9962,2.65648,9.34114,53.8214,11.5056
1931,103.307,2.68244,14.9606,66.2178,11.5021
1932,93.6704,2.53748,17.0918,53.3632,11.8022
1933,91.186,2.51211,13.6785,54.7699,12.3208
1934,86.8819,3.14327,20.6017,43.8208,10.4576
1935,89.3707,3.00385,19.0084,46.6631,12.4077
1936,96.6212,3.18789,16.9632,54.8032,12.2345
1937,76.6118,2.83352,13.6341,38.1576,13.0972
1938,87.9456,2.30911,17.3578,46.5193,13.7161
1939,80.1322,2.64977,12.9867,45.4962,10.5725
1940,97.8409,2.45581,20.9567,54.8717,11.0544
1941,97.6501,2.5404,22.5486,52.6863,11.7745
1942,77.8908,5.5845,13.6015,35.8406,16.6255
1943,126.063,3.72864,23.5712,66.4047,17.6486
1944,83.1827,2.1169,16.2524,44.6652,11.7197
1945,70.1739,2.18632,14.7848,31.6298,12.4514
1946,121.429,3.14035,16.8605,79.4637,12.751
1947,88.7007,4.22068,17.3914,46.7387,12.1586
1948,70.1439,2.8414,13.2252,33.5233,13.6032
1949,78.6456,3.9226,14.2945,42.0927,10.4034
1950,75.9818,6.56828,15.5072,35.889,10.992
1951,66.8825,2.11194,10.0298,35.7823,11.79
1952,65.5181,2.75827,12.5661,33.1547,10.2826
1953,66.3295,3.54868,13.334,32.2071,10.8359
1954,81.5056,2.98723,16.3417,42.1788,11.3437
1955,92.6236,2.74515,15.4544,53.848,12.3313
1956,89.9178,2.6594,18.2343,44.2169,11.4986
1957,90.5563,2.54448,9.93613,46.3099,24.9755
1958,91.0708,2.6524,12.0303,56.6911,13.7254
1959,100.232,3.50027,20.385,53.6161,12.207
1960,85.8331,2.45377,13.0176,44.0049,18.7934
1961,76.8381,2.85131,13.6791,40.4932,11.8897
1962,88.099,2.38348,14.7183,51.1186,11.4052
1963,59.3208,7.63782,12.1087,21.6715,11.3142
1964,88.0456,2.47973,13.9678,50.3935,11.9967
1965,99.3179,2.48994,18.9448,57.5859,12.1114
1966,66.6515,2.91664,11.5362,27.7778,17.8872
1967,81.538,2.57656,16.6004,41.3729,12.4345
1968,75.2445,2.84694,12.7081,42.6626,10.9348
1969,77.5603,3.33052,16.3166,38.7371,11.2008
1970,85.8267,4.4263,16.7882,42.5468,11.349
1971,79.6089,4.00747,14.0778,39.7157,12.4342
1972,64.2216,5.24209,11.204,28.7135,12.5264
1973,82.1167,2.18486,11.9002,43.5575,15.5017
1974,119.467,3.08698,19.5097,57.2289,19.1034
1975,82.8135,2.08744,13.325,47.0776,11.9148
1976,73.8098,2.55294,10.828,37.3727,14.3738
1977,96.7824,5.35059,27.1831,46.0375,11.5248
1978,74.9496,2.02678,18.9471,33.6312,11.3743
1979,74.7904,2.97323,16.3525,36.8626,10.2123
1980,73.8159,3.2296,14.3257,39.065,10.4664
1981,69.856,2.61361,14.4348,33.1258,11.2276
1982,93.3309,3.4676,25.9695,46.3624,10.2584
1983,74.7644,2.93123,13.9914,39.8735,9.83201
1984,70.5697,4.0413,13.5688,35.0479,10.511
1985,58.3626,3.55072,12.5445,24.7244,10.852
1986,81.7958,2.61506,15.4894,43.8284,11.0074
1987,93.6007,2.73348,16.769,52.7102,12.2237
1988,91.0259,2.94348,12.242,54.5553,12.7889
1989,121.335,2.5999,17.1175,70.0333,19.2099
1990,88.9002,2.05186,14.7821,52.6816,12.3534
1991,82.3001,2.52377,14.5535,40.6834,13.7114
1992,99.7414,5.00963,15.7181,57.0802,12.8478
1993,59.4185,2.0959,8.93018,30.7799,10.7942
1994,93.9472,2.46019,27.7662,42.1175,11.3367
1995,66.8938,2.7784,14.6859,29.5663,12.0408
1996,63.5473,3.08231,10.6353,28.1016,14.8574
1997,82.7169,2.77869,16.7515,42.3896,11.5234
1998,82.0761,8.65602,22.4765,30.4833,11.5767
1999,74.5731,6.03162,14.4161,34.4497,11.5003
2000,57.4719,2.28548,10.7254,21.0617,16.5359
2001,91.8384,2.8166,15.7035,52.6297,11.6214
2002,79.7872,3.11293,19.585,36.832,11.3487
2003,77.1636,3.34685,13.2007,40.222,11.5397
2004,60.4778,3.28093,10.4031,24.7486,14.8828
2005,69.5077,2.9286,19.3207,29.795,11.0337
2006,122.181,4.33209,25.1715,58.9903,23.8547
2007,76.0174,2.63606,11.9702,40.2517,13.4478
2008,69.2318,3.16223,11.5368,29.4202,16.9057
2009,73.0786,2.76381,11.8395,33.1098,12.5264
2010,82.1966,2.44852,17.2934,41.0737,12.0565
2011,74.3634,2.58094,13.6677,34.893,12.9896
2012,84.4713,2.85073,15.4891,42.8161,13.5347
2013,61.137,2.84694,12.179,25.2896,14.1454
2014,73.1077,3.31943,15.5355,33.778,13.5026
2015,66.0069,2.71948,12.7355,29.1186,12.4535
2016,76.7343,2.73931,14.3123,38.0033,11.967
2017,53.4108,2.75419,10.2135,20.7233,12.7414
2018,80.5195,2.40536,16.4012,40.7315,12.1003
2019,87.9812,2.71248,16.3895,48.4373,12.1566
2020,74.9764,5.18609,14.6427,33.4913,14.1568
2021,64.8711,2.21607,10.068,33.4472,11.748
2022,60.7339,3.06919,10.7735,22.8933,15.4786
2023,86.5663,2.40565,14.0623,49.1717,11.6056
2024,63.7713,2.78511,11.5362,28.0234,13.6627
2025,60.2118,2.7609,11.5864,27.3351,11.4828
2026,104.613,2.8971,29.0845,52.2062,11.4487
2027,72.8321,3.22698,12.655,38.026,11.3218
2028,103.706,5.56525,21.6476,51.7617,14.6518
2029,80.8494,2.34061,12.9298,42.7539,12.557
2030,112.442,5.26338,18.6616,62.6732,11.6351
2031,74.0288,2.12361,14.8224,37.1487,10.845
2032,65.8751,2.47827,11.2935,33.2258,12.0574
2033,65.0397,3.01202,10.2476,33.694,11.3737
2034,87.9371,2.41994,14.524,50.7665,11.5925
2035,58.2349,2.61652,9.39801,28.2165,11.227
2036,62.7825,2.48761,10.5425,26.8538,15.5034
2037,66.3481,2.62936,9.29768,30.1024,11.0077
2038,82.5588,2.49869,13.5773,42.7784,12.5634
2039,58.0859,2.71627,10.9109,26.1191,11.1156
2040,69.6054,2.79298,9.88247,37.5037,12.2178
2041,64.5944,3.33168,10.3264,31.7206,11.3956
2042,62.1467,2.55644,13.647,25.4317,13.7135
2043,61.6007,2.89069,14.3595,27.3155,10.5938
2044,90.3845,2.55381,14.3496,51.8063,11.8967
2045,65.4247,2.48907,10.5699,33.5429,11.9755
2046,82.3862,2.52465,11.9028,50.4372,9.44118
2047,61.6768,2.47594,10.4022,31.6109,10.245
2048,80.3299,2.50015,19.4479,36.9673,12.6909
2049,74.4961,2.48556,15.1505,38.4679,10.1683
2050,77.1992,2.24319,15.3754,40.1698,11.2384
2051,94.7968,2.37415,13.0698,59.2263,11.1996
2052,76.9577,2.60486,11.227,44.8994,11.3717
2053,61.0282,2.39661,9.14631,31.1617,11.225
2054,62.2782,2.09153,9.85359,21.2521,22.1222
2055,74.0988,2.51881,9.50476,40.7843,13.8611
2056,65.2865,2.25603,10.7079,27.9345,16.1218
2057,71.5491,2.23882,13.024,34.0577,12.7358
2058,72.6994,2.58181,10.5005,40.9634,11.7552
2059,119.324,2.5124,15.7825,53.7415,37.2006
2060,90.887,3.1771,17.0557,50.2135,11.9238
2061,77.5597,2.18427,13.346,37.2199,10.8167
2062,100.264,10.9077,25.9928,43.768,11.3154
2063,70.9372,2.46456,14.4613,35.4119,10.6204
2064,104.461,6.34487,20.2914,47.8324,15.7916
2065,103.212,1.99469,13.3722,67.4553,12.2021
2066,102.865,2.49402,14.1358,61.398,14.4111
2067,84.4191,8.72106,15.8642,39.3665,11.2145
2068,81.4167,2.39165,14.6955,42.0324,12.485
2069,69.8767,2.3269,9.91834,37.3115,11.708
2070,54.989,2.47827,12.1426,21.4225,11.8372
2071,81.3709,2.44211,12.7635,47.8557,11.617
2072,93.1667,4.69551,22.504,42.7557,13.6114
2073,63.33,2.44502,13.5866,28.1797,12.6431
2074,78.0348,2.44852,14.2315,31.5616,18.3352
2075,77.751,3.16543,14.5643,35.8826,13.4125
2076,74.3908,2.35023,17.175,35.5107,12.6273
2077,76.4006,4.86496,13.9354,26.4187,18.1888
2078,70.5134,2.11953,13.4997,30.2517,17.858
2079,106.774,2.00228,18.6382,63.6333,13.2007
2080,84.8079,4.89967,21.2901,35.7598,15.7012
2081,65.2798,3.23106,12.709,30.4944,12.3255
2082,108.904,2.1589,14.7127,64.8394,15.4145
2083,76.3613,6.76603,13.7324,33.9617,13.6732
2084,68.1556,2.21928,13.9497,30.4081,12.7192
2085,59.3429,2.57452,11.2868,26.1845,12.3523
2086,62.7321,2.74748,12.0872,29.7877,11.6686
2087,75.7079,3.52068,15.019,36.4467,14.1285
2088,84.1735,5.18842,19.9627,37.8213,12.5112
2089,90.3276,2.85131,20.7616,44.8962,12.9353
2090,65.7884,4.33268,13.0849,28.5563,12.9382
2091,83.6217,2.81223,13.3787,47.5186,12.5378
2092,94.828,5.91496,22.1458,44.5121,13.3486
2093,100.327,2.39194,16.2349,59.179,13.0141
2094,125.54,5.13854,21.0036,73.8142,14.6241
2095,69.2248,2.53923,12.3759,33.6782,13.5487
2096,124.668,4.6188,22.8085,74.4943,12.3167
2097,65.1791,2.04894,10.5425,33.4049,12.0694
2098,94.8604,2.1064,10.9214,49.7145,23.2255
2099,100.796,4.9653,21.5598,53.9556,11.2545
2100,73.4306,2.35286,13.2319,33.215,17.2359
