frame_id,total_ms,prep_map_ms,build_ms,solve_ms,marg_ms
149,67.222,2.24377,11.9725,36.1982,9.92563
150,85.5589,4.82617,17.046,49.5378,8.96606
151,109.601,2.68361,9.91134,79.6011,10.9468
152,128.257,4.1078,14.6048,84.3546,8.84152
153,64.2449,2.36219,20.847,26.7071,8.24069
154,78.7722,2.10232,10.3809,52.0166,8.03565
155,85.381,2.45961,12.1557,54.914,9.00281
156,63.4213,1.91565,10.4425,30.5924,14.8098
157,56.2592,1.87103,8.99377,21.1291,18.7062
158,75.4501,2.39223,14.3709,35.6388,15.3663
159,43.2276,2.65852,7.9114,17.179,9.78797
160,63.9226,3.63822,19.5089,25.4536,9.92505
161,67.1747,2.2709,13.0628,36.2659,10.1943
162,87.5527,2.17611,13.6187,54.6063,10.3538
163,52.0271,2.39427,8.96722,24.6028,10.5113
164,59.2231,2.44677,12.4226,27.5203,11.2918
165,80.0418,2.58823,15.4247,44.5007,10.38
166,73.7777,6.78091,14.8098,33.7651,11.0485
167,59.1143,3.54606,13.9433,25.2176,10.9765
168,57.1473,3.01523,9.48756,28.1404,10.7225
169,69.2776,2.16853,19.3948,30.3818,10.4148
170,99.6174,2.5894,17.7215,57.8417,14.3388
171,50.1342,2.20761,8.3066,23.3752,10.9094
172,67.2383,7.13091,11.4866,32.9715,10.2482
173,66.0279,2.71627,11.0803,36.4368,10.425
174,65.6169,2.78831,17.1656,28.768,11.1258
175,81.1344,2.47769,19.0337,42.7965,11.2962
176,61.3831,3.40897,10.9899,30.217,11.0681
177,52.1543,2.97206,10.285,23.057,10.4282
178,77.8035,3.06073,16.7272,40.2217,10.805
179,61.8162,2.59931,10.5749,31.3948,11.6386
180,63.0019,2.24377,10.3445,29.2061,15.4527
181,107.176,6.47145,12.4864,64.6049,11.7587
182,97.5828,4.19647,12.9438,62.9642,11.4271
183,69.5576,1.98769,9.10372,41.0958,11.9892
184,60.9022,2.20994,9.21106,25.6236,15.0548
185,99.7046,4.27813,12.9266,64.1443,11.3078
186,87.7828,1.98974,12.4459,54.9747,10.5991
187,82.6361,4.41843,15.2298,39.1749,14.8008
188,65.3737,1.66336,12.1128,34.0294,10.7895
189,101.565,2.12944,10.9313,69.9802,11.6115
190,85.7861,6.03687,13.7155,41.2422,17.1674
191,55.3019,2.06411,8.2579,29.2201,10.4136
192,64.9502,2.71335,9.9128,33.9261,12.1849
193,86.2534,2.32282,14.2904,49.9403,11.4607
194,88.127,2.21227,8.87856,56.5348,14.3286
195,67.5113,2.01044,9.43126,37.9129,11.4047
196,73.6502,3.77705,12.7437,38.74,12.7312
197,54.0816,1.7389,8.71464,25.6744,12.4299
198,89.9671,1.86403,19.9359,49.6798,11.2594
199,69.0338,2.10669,13.2139,34.8093,11.398
200,97.5317,2.6104,15.133,57.4649,14.9592
201,76.0582,1.99878,12.4304,43.4268,11.1748
202,90.3582,2.04661,11.6715,54.5561,14.6238
203,51.5374,1.91711,8.52944,24.9166,10.7271
204,94.8117,2.06411,9.5033,64.8583,12.7478
205,72.5839,2.05186,11.5143,39.2709,12.7702
206,72.6711,1.90194,11.2501,38.9343,13.7065
207,54.1895,2.53077,9.73868,25.6309,10.7318
208,55.91,5.79917,9.86059,22.1586,12.27
209,77.4398,2.11194,11.9323,45.4839,11.2031
210,78.5951,2.01744,9.59722,51.3808,10.2333
211,59.5739,2.5821,11.3116,29.2752,10.8333
212,67.6288,2.22803,9.23439,32.6396,17.0918
213,83.2198,2.01394,14.0302,48.1448,11.8226
214,86.2831,2.01803,14.0868,51.4808,11.8605
215,63.2113,1.8544,9.14602,31.0322,15.7697
216,57.6988,2.17144,10.273,27.0758,12.023
217,54.991,2.30036,8.71698,25.7245,12.8962
218,60.8395,1.97953,10.7866,31.1133,11.3265
219,86.8061,2.84081,14.102,52.0872,10.7519
220,75.0686,2.46981,12.2073,42.5463,10.1146
221,66.0273,1.95473,13.3991,33.0567,10.6513
222,62.8937,2.2114,11.7115,29.8632,13.2013
223,64.8038,2.41673,11.3268,33.5487,11.8938
224,94.3001,2.57715,23.8307,49.4112,11.3306
225,75.0575,4.51963,17.0402,36.2793,11.5925
226,59.0737,2.24815,10.5244,28.6,12.312
227,66.4945,2.7574,13.2459,33.1334,11.6336
228,68.1115,2.53515,9.32947,37.8143,13.068
229,58.6307,2.83556,8.18411,30.4597,11.0348
230,60.952,2.17203,9.92534,32.683,10.6498
231,70.8053,2.33886,12.7195,38.5516,10.5612
232,78.7967,4.90463,11.5983,46.701,9.80663
233,57.4387,2.33186,9.4018,29.1673,11.2332
234,69.52,1.97894,11.9944,38.4545,10.532
235,71.1653,2.57744,12.4547,39.9117,9.54414
236,61.4047,2.33594,16.0153,24.8828,12.5209
237,73.4493,2.30882,14.72,40.2033,9.67189
238,87.0881,5.44392,15.7694,49.081,10.0677
239,57.7959,2.57394,8.8351,30.5136,10.3841
240,77.9155,2.31319,11.4805,47.373,11.4367
241,64.9651,2.17932,12.9992,32.5964,10.4871
242,86.1346,2.3689,13.4971,50.2098,12.2858
243,64.5725,2.14169,10.2109,35.558,11.3641
244,73.2982,1.81794,18.2416,35.0309,11.1853
245,61.6725,2.34819,11.0693,31.3038,11.363
246,69.5404,3.46556,10.1234,39.2948,11.3393
247,69.8615,2.40798,17.7638,32.4322,11.5601
248,71.6459,2.2429,10.9479,41.5491,11.2116
249,74.1093,2.90235,18.7499,34.485,11.0701
250,54.2688,3.49852,9.75209,25.1782,10.6145
251,63.0914,2.65998,10.814,34.9163,9.68122
252,74.5147,3.34831,9.58555,45.6642,10.6883
253,69.4713,3.08143,9.78068,39.9744,10.8733
254,57.4416,2.43627,10.45,27.7087,11.3329
255,57.2613,2.19157,18.7252,19.3864,11.1859
256,71.3417,7.51911,11.234,34.5593,10.8849
257,66.8612,2.42577,11.5555,37.695,9.34843
258,86.1632,2.09619,18.3127,50.6178,7.9499
259,81.4966,3.94418,12.7131,45.656,11.3536
260,65.6257,3.23689,11.6721,35.5218,9.04947
261,81.6812,4.72467,15.9855,45.9512,8.68081
262,96.5905,3.7056,16.5423,58.8672,9.64184
263,69.975,2.0014,11.3137,36.9501,11.8427
264,94.7735,2.5929,16.4849,46.5322,20.1298
265,54.7542,1.94599,10.8062,24.0962,11.8296
266,85.1745,1.97544,13.1159,50.1328,13.7389
267,74.2368,2.28753,12.2409,32.4407,15.2829
268,80.066,6.37608,16.9113,39.4987,10.0729
269,55.9147,2.03086,10.8957,24.6016,10.8887
270,60.2028,2.24844,12.0985,29.3394,10.4395
271,80.6901,2.70315,12.1954,47.7854,10.7939
272,141.556,2.07023,13.0622,107.818,11.1223
273,62.7668,2.27382,9.64097,33.9352,11.1474
274,86.1816,2.06469,10.5673,56.8568,9.67976
275,78.8244,2.22948,11.9244,48.2197,9.27522
276,134.617,2.14636,11.4134,103.168,10.8383
277,66.0748,2.15948,11.771,34.44,10.1184
278,51.5832,2.90323,9.50943,22.4328,10.455
279,73.5718,2.03553,12.9178,41.3545,10.0793
280,72.3293,2.96739,9.78243,42.8315,10.6971
281,77.6945,2.2254,14.6865,42.77,10.7449
282,63.3221,1.95707,10.2832,29.5255,15.0443
283,70.7601,1.98449,12.1481,35.8686,10.5717
284,74.5987,1.90223,13.1086,40.0651,12.1003
285,81.9058,2.23765,13.5461,47.8102,10.9039
286,73.4184,2.29336,13.7214,33.2209,15.9001
287,62.6559,2.18515,10.1173,31.454,13.0575
288,93.8212,2.17436,9.01097,62.0586,14.2866
289,90.442,2.32019,12.6235,53.283,13.1742
290,60.0998,1.94861,9.77514,26.813,14.3829
291,54.1061,2.45348,9.26851,24.6888,11.8209
292,71.3887,3.18848,13.5152,37.7764,10.8479
293,60.4358,6.55108,13.0217,23.5977,11.3163
294,59.8163,3.11964,10.8511,28.6467,11.4402
295,82.8505,3.39381,13.7639,47.6548,10.5819
296,77.8062,5.12717,17.445,37.3438,11.6027
297,77.364,2.23794,9.9583,47.3835,11.589
298,110.342,2.68127,10.3281,67.1292,17.9178
299,70.6674,1.88503,9.03985,41.5106,11.9238
300,77.6994,2.60223,10.135,47.0609,12.0253
301,89.9289,2.35548,15.012,46.1407,14.7818
302,88.2233,1.79286,12.0177,55.9337,10.7709
303,85.6277,2.08657,9.10227,55.1144,11.8162
304,104.846,8.45535,16.5966,61.2679,11.902
305,64.2274,2.08919,8.48481,35.4472,11.4636
306,91.6955,6.08733,13.0943,38.1185,22.7883
307,115.078,3.97801,9.99272,62.4057,32.1312
308,97.3045,2.23298,15.9199,60.0622,13.0613
309,90.3066,2.96127,14.1659,55.8024,11.5196
310,110.396,2.72152,13.3483,77.7936,10.0435
311,93.6608,2.03815,10.0986,65.9404,9.23089
312,125.127,4.02147,13.283,92.3757,9.34522
313,106.223,2.9006,11.1926,75.9777,9.50797
314,92.5066,4.62463,19.8731,48.4373,12.4719
315,81.6363,4.34201,12.6486,49.4847,9.11131
316,98.6996,1.8054,9.61035,73.0325,8.40635
317,82.159,4.70688,21.4951,38.5239,11.0771
318,101.76,2.35986,14.0191,65.4699,12.0994
319,100.36,2.38902,19.083,53.4379,16.1486
320,73.664,4.31722,12.7192,39.4473,11.4114
321,88.1474,1.92907,9.41756,59.1781,11.6517
322,93.0418,2.21169,10.2899,58.0339,15.5241
323,70.7353,6.58637,12.4479,32.7866,11.4604
324,72.0213,2.5614,15.5352,35.068,11.391
325,68.7509,2.60923,10.7356,38.4732,11.2577
326,92.2815,2.25632,17.471,53.5134,11.7847
327,72.2106,2.76498,12.5783,37.8134,11.5178
328,70.2404,2.10436,18.9293,33.3865,10.1992
329,71.664,4.10984,14.7938,34.9449,10.6609
330,85.9996,2.49577,11.1419,55.9077,10.7995
331,91.1901,6.81941,13.3594,52.1948,11.4884
332,71.627,8.35327,9.9023,34.494,13.1847
333,61.4625,2.62994,9.90813,32.2552,10.8969
334,136.894,1.97661,13.3515,99.6408,14.536
335,63.4236,2.41148,9.51264,32.9718,12.7428
336,52.3754,2.1729,10.6475,20.9156,12.1464
337,64.0971,3.18702,10.684,31.7366,12.6903
338,77.0228,2.8379,12.17,44.5156,11.3545
339,77.1593,3.82693,16.673,38.6668,11.8877
340,78.4295,4.21543,17.1175,40.0368,11.3565
341,76.0725,4.70163,14.0244,39.6827,10.3506
342,80.5481,2.10494,11.8527,49.6664,11.2469
343,87.2194,4.34843,14.6873,49.5392,11.2728
344,86.7766,3.65251,13.4979,46.748,10.3847
345,70.1441,7.47915,9.35601,36.4805,11.071
346,60.6044,2.09882,10.6358,29.8991,11.8722
347,96.5506,2.37444,21.909,54.2324,11.577
348,118.036,4.60917,26.3918,66.909,12.5325
349,81.0442,1.76515,10.1555,50.7858,12.536
350,99.7253,3.96868,18.3197,57.8149,11.0258
351,78.0004,1.77799,10.8595,47.3118,11.9816
352,70.3681,3.08435,14.6138,35.0939,11.64
353,57.3252,2.3934,10.4183,26.4213,12.3115
354,74.5579,2.75973,9.00339,44.4097,12.3981
355,86.6354,2.29598,10.9129,55.773,10.5752
356,114.059,2.53952,21.3248,74.8213,9.25772
357,78.9098,3.15027,18.3101,41.5036,10.1467
358,88.106,4.86905,11.6931,50.1281,15.1158
359,65.3673,1.79578,10.674,36.4304,10.7703
360,92.1817,5.64517,12.1067,48.1483,17.4494
361,68.1757,2.16473,9.73518,39.375,10.989
362,72.5052,2.01278,9.57243,36.9031,18.0584
363,87.3241,2.23298,8.9086,56.414,12.5737
364,83.0255,2.12186,14.0005,44.2817,15.271
365,72.793,2.0714,11.8346,38.8652,12.3841
366,71.7098,2.13382,8.83889,36.9136,15.2608
367,79.7901,2.21111,9.93001,49.9362,11.4575
368,73.9445,2.10523,10.3932,39.074,15.735
369,73.7757,1.93811,11.0086,36.2454,17.7959
370,63.9947,2.64919,11.4452,31.1454,11.6456
371,71.4021,2.28548,12.5527,37.9919,11.4417
372,61.053,2.67719,9.48405,30.7374,11.8069
373,63.5578,2.50802,11.9011,32.1788,11.3673
374,58.2766,2.41498,11.9542,27.4684,10.8138
375,67.4427,2.3339,10.5906,38.82,10.2514
376,76.3178,1.95649,10.0616,42.7542,15.9654
377,83.521,2.54711,11.7777,44.8277,11.6161
378,83.4872,2.10115,11.304,51.9767,10.3471
379,60.6478,2.37473,9.60714,32.3753,10.6143
380,57.0717,2.06207,9.03314,26.9495,12.4127
381,64.4269,2.07869,8.72048,36.3426,11.3618
382,52.6373,2.22773,9.90259,20.705,12.3966
383,65.5017,5.82571,11.6161,30.112,11.6257
384,80.1278,2.63869,16.7923,41.8396,11.164
385,58.1731,2.45494,12.3415,27.0388,10.5373
386,60.6674,2.12448,8.56152,31.4578,11.9857
387,56.6996,2.22919,8.73798,28.6957,9.92447
388,63.8419,2.78627,10.9237,33.1643,11.2539
389,67.8552,3.44893,14.2466,32.2003,10.8365
390,51.6485,2.88835,11.3805,19.9983,11.6625
391,51.5322,2.12098,8.72981,22.1505,12.9907
392,91.5929,2.35257,17.7364,49.7262,10.8686
393,100.478,2.38086,11.7646,68.02,11.3732
394,53.141,1.8999,11.5356,23.1453,10.7601
395,60.5265,2.3689,8.60556,24.6687,18.8167
396,77.5851,2.26507,13.3089,43.3985,11.4866
397,48.2588,2.2324,9.0871,19.7165,11.3204
398,50.4588,2.09736,10.2065,19.4896,12.1887
399,62.588,2.19857,9.77105,33.7771,11.3166
400,61.3268,2.55177,8.61023,29.2927,15.2678
401,77.413,2.2709,10.9686,47.3876,10.3138
402,75.3454,2.08948,9.46685,46.6934,11.3974
403,79.0288,2.10086,16.8827,41.2767,11.2183
404,54.3873,2.08073,9.37293,19.3878,17.2584
405,56.312,2.12857,9.60801,27.9289,11.1463
406,78.7838,2.6699,16.1078,36.8681,10.887
407,76.3843,2.97148,14.711,38.9165,12.002
408,67.2456,2.17873,11.4744,36.0372,11.6841
409,80.1657,2.54506,13.2597,47.7242,10.6799
410,66.1049,2.54681,10.721,30.9042,11.9483
411,65.4326,4.9933,10.1817,33.1284,11.3968
412,76.8551,2.83002,13.3063,44.0428,10.6773
413,66.489,2.91169,8.82139,37.4287,11.1282
414,60.5078,2.15569,9.00106,30.4183,13.0243
415,69.7271,2.20615,12.8866,35.572,11.4636
416,71.3371,2.13061,19.384,32.0793,11.923
417,89.781,2.3759,8.74818,59.6894,13.0351
418,78.0348,2.17494,10.1237,40.5498,19.2653
419,71.3624,2.3479,12.2012,33.838,15.7729
420,89.9555,2.53952,16.0576,52.364,11.5592
421,80.3649,2.35519,9.70455,46.5499,15.0149
422,63.8885,2.04019,11.8398,31.5248,12.3278
423,52.1059,2.08103,9.75064,23.5962,10.8604
424,60.8424,3.60702,9.58409,31.1089,10.7417
425,74.9878,3.37718,14.7912,38.948,10.4553
426,64.5468,3.64085,18.4548,24.8338,11.4321
427,85.1485,2.40682,8.88556,56.3099,11.4017
428,96.4467,2.11457,16.0806,60.1529,10.9975
429,58.8736,2.32661,14.3645,25.4244,10.8934
430,74.1805,1.86053,10.4903,45.0105,11.055
431,56.5354,2.39486,9.76697,26.8431,11.9524
432,86.2478,2.23648,10.7928,55.7628,11.4717
433,79.1143,2.2569,11.7407,48.0713,10.1213
434,63.8214,2.49665,9.07164,29.0664,17.277
435,79.018,2.25427,12.9035,44.1385,12.3625
436,71.8588,2.8939,9.58322,42.049,12.0072
437,50.0832,2.91752,9.3426,18.0114,10.9077
438,69.1108,2.13557,9.0136,41.9376,10.3512
439,66.4788,2.59931,12.0606,35.2917,9.67976
440,83.8672,1.96319,15.2468,48.3638,11.0372
441,63.2909,2.4214,12.9686,29.965,10.6784
442,74.0008,5.25404,17.1916,34.7577,9.81684
443,73.808,2.87085,14.7396,37.9689,10.94
444,71.617,3.19023,10.9876,40.4804,11.3291
445,59.1073,2.4074,14.1682,25.5685,11.1255
446,90.1095,1.96261,16.2921,52.7528,11.5059
447,66.8868,2.79123,12.2324,34.2085,12.0148
448,86.3105,2.68156,18.9667,44.5281,12.3943
449,81.438,2.41673,16.6782,41.3044,11.9422
450,79.0055,2.1414,12.8254,43.3658,13.3705
451,62.1391,2.23444,10.1575,31.8929,12.0449
452,77.9453,2.13236,13.8453,43.6283,12.4759
453,79.522,2.36686,13.0768,46.6649,10.4247
454,82.4051,4.10635,16.3035,40.063,14.1128
455,67.1587,2.02532,11.8054,35.5172,10.9339
456,73.5531,2.55994,12.0988,41.5082,10.2578
457,66.8874,2.7991,11.2329,35.2267,10.362
458,53.1669,2.73465,12.5699,20.8736,10.9657
459,84.0574,2.06528,15.9797,46.1113,12.5433
460,78.965,2.28403,12.9167,44.7145,12.9764
461,100.978,2.43831,15.3185,64.0314,11.3662
462,77.9943,2.32486,15.6627,39.8942,12.3835
463,69.1592,2.36307,15.3684,30.9759,12.3511
464,82.5306,2.67777,19.914,40.4361,11.9329
465,64.8233,2.92831,11.0981,32.5142,12.0364
466,72.9876,2.62906,10.1453,42.3952,11.9582
467,59.6996,2.54419,12.2292,26.1428,12.098
468,91.1737,2.02619,10.2173,52.9858,15.5101
469,97.663,4.80459,12.2097,56.809,16.9927
470,100.298,4.25393,18.6872,58.0649,11.8658
471,61.4642,1.98273,10.8135,31.211,11.2075
472,100.634,2.17757,14.6337,62.5489,12.7005
473,77.8173,2.35869,13.5566,43.4965,11.1935
474,77.5008,1.63099,10.5781,45.7254,12.053
475,60.2856,4.43534,11.8005,26.4152,11.3816
476,89.9286,1.78965,9.98368,58.7144,13.1337
477,70.7878,2.36219,10.0204,38.6735,13.4533
478,68.8964,2.11369,10.5259,34.3315,15.9923
479,80.8144,2.01278,11.5307,48.1879,13.1062
480,61.3563,2.07723,12.7317,28.8713,11.6721
481,79.0268,2.8796,13.8867,41.3058,12.7174
482,62.0892,2.21169,11.0547,26.7173,15.5787
483,83.6552,2.60223,16.244,46.3294,11.2136
484,115.821,4.43447,20.6828,71.1265,11.7824
485,79.6687,1.82465,17.5296,41.3076,11.6091
486,96.93,4.67772,18.7581,52.0487,15.0064
487,79.52,2.87756,16.3697,41.2137,11.7768
488,74.0609,2.6419,17.413,35.2185,12.0962
489,77.9832,3.94214,13.4475,44.0819,10.8945
490,79.7011,2.39515,16.7351,43.4186,11.0127
491,64.1685,3.04731,11.0421,32.5716,11.1066
492,79.4955,2.12448,10.1292,48.5137,12.0326
493,73.001,2.33157,12.4867,41.0527,11.3682
494,69.2038,2.17028,9.4266,40.0843,11.8355
495,71.4062,2.34586,9.56514,41.3006,12.5506
496,70.8576,1.94249,9.73984,36.9478,15.9797
497,68.0252,2.43423,9.67918,28.0788,21.6937
498,67.5641,1.98798,11.3895,30.3016,16.3078
499,70.7138,2.41906,10.4885,37.2911,13.5531
500,49.2528,2.28402,9.91659,19.2259,11.9763
501,75.3358,2.83731,14.9388,40.364,10.1365
502,75.9626,2.40186,16.75,39.5019,10.105
503,56.5873,2.84431,11.5706,25.5545,10.7134
504,68.3034,2.37357,10.3917,31.6663,18.1786
505,56.1206,2.04165,9.84893,27.2549,11.1308
506,91.1594,2.94523,14.5567,54.7122,11.1413
507,72.586,2.47302,9.46976,42.8808,11.8713
508,66.8055,1.95649,9.56018,36.6208,11.8594
509,87.3558,2.53748,25.8353,38.6292,11.4432
510,97.8601,2.27703,16.2416,60.4005,11.1393
511,72.1808,2.06848,9.91309,42.3517,11.7821
512,78.8124,2.14548,12.8216,45.0662,11.3775
513,55.6525,2.22919,8.49385,28.0432,11.0725
514,66.8985,2.71161,8.77064,33.7071,15.3243
515,74.3374,2.29161,12.354,38.8494,12.8169
516,79.3082,2.01278,12.4497,46.2131,10.7866
517,58.6199,2.1764,9.1221,29.165,12.2549
518,61.7075,2.65765,11.0561,31.5231,10.9284
519,57.063,2.47711,12.2531,25.3929,11.1194
520,141.266,2.32165,25.5078,88.0147,13.5872
521,86.3295,5.14088,15.313,45.6866,11.2507
522,67.6527,2.43744,13.9252,33.0678,12.0385
523,80.1698,2.22219,15.0411,42.6425,11.9547
524,98.8611,2.47886,21.7617,54.5398,11.5957
525,97.5309,2.35169,11.8935,53.2976,21.8833
526,73.6123,2.02094,10.6067,42.5489,11.6211
527,55.4177,2.30182,12.5349,23.8611,10.8094
528,78.3157,2.05332,12.8805,44.3184,10.8715
529,61.5298,2.00257,12.9064,28.0249,11.1226
530,69.3809,2.51998,12.4564,35.847,11.8745
531,64.5191,2.61827,11.2594,33.2696,11.0345
532,76.6173,2.2639,10.6586,45.4504,12.051
533,81.3948,3.12985,12.8954,45.6513,12.0014
534,90.9054,2.26069,18.8325,51.1702,10.6087
