timestamp,total_ms,feature_extract_ms
1094.399437,23.090,22.635
1094.499282,23.513,23.182
1094.599926,28.095,27.556
1094.699773,24.815,24.443
1094.799615,28.315,27.213
1094.899452,35.671,30.602
1094.999291,22.259,22.002
1095.099943,37.514,36.562
1095.199784,23.056,22.785
1095.299612,25.809,25.459
1095.399442,33.340,32.515
1095.499283,25.532,25.261
1095.599913,22.487,22.117
1095.699750,38.809,37.739
1095.799597,30.419,29.474
1095.899433,23.104,22.409
1095.999666,24.880,24.409
1096.099511,22.910,22.558
1096.199347,23.068,22.743
1096.299986,27.548,25.691
1096.399834,22.893,22.631
1096.499674,25.608,25.272
1096.599525,23.526,23.208
1096.699361,24.408,24.054
1096.799607,24.122,23.774
1096.899446,23.300,22.949
1096.999288,22.808,22.404
1097.099935,24.062,23.742
1097.199786,24.770,24.458
1097.299622,23.230,22.888
1097.399473,23.713,23.369
1097.499313,23.885,23.492
1097.599962,24.964,24.642
1097.699795,25.995,25.649
1097.799641,25.640,25.140
1097.899476,37.224,36.854
1097.999300,28.388,28.032
1098.099942,24.463,24.107
1098.199786,26.254,25.941
1098.299633,25.542,25.160
1098.399481,24.972,24.622
1098.499303,26.960,26.615
1098.599946,24.382,24.034
1098.699781,25.998,25.651
1098.799615,23.830,23.426
1098.899452,24.978,24.434
1098.999292,25.779,25.442
1099.099928,25.431,24.922
1099.199768,23.384,23.024
1099.299618,23.048,22.621
1099.399458,23.770,23.426
1099.499294,27.334,26.359
1099.599939,26.790,26.369
1099.699772,25.138,24.776
1099.799593,25.503,25.163
1099.899433,24.141,23.459
1099.999674,23.431,23.034
1100.099512,22.640,22.326
1100.199358,23.552,23.128
1100.299999,25.692,25.345
1100.399833,39.259,38.424
1100.499672,22.405,22.121
1100.599530,23.062,22.676
1100.699369,23.046,22.710
1100.799607,24.424,24.012
1100.899458,23.334,22.975
1100.999301,25.336,24.962
1101.099937,23.808,23.443
1101.199799,23.781,23.175
1101.299637,28.765,28.346
1101.399462,26.883,26.522
1101.499302,27.165,26.714
1101.599947,23.118,22.765
1101.699793,23.112,22.715
1101.799642,22.834,22.369
1101.899478,23.941,23.600
1101.999315,23.237,22.864
1102.099944,25.595,25.203
1102.199792,28.255,24.966
1102.299640,22.503,22.177
1102.399477,28.686,28.354
1102.499321,24.483,24.076
1102.599965,25.617,25.222
1102.699786,27.211,26.863
1102.799620,34.863,33.986
1102.899462,22.029,21.562
1102.999322,24.056,23.702
1103.099977,30.212,29.103
1103.199824,27.011,26.751
1103.299673,21.921,21.533
1103.399517,31.563,30.618
1103.499363,23.931,23.655
1103.599989,23.842,23.498
1103.699831,22.687,22.268
1103.799686,25.309,24.921
1103.899542,26.023,25.689
1103.999393,21.484,21.156
1104.099628,22.213,21.830
1104.199460,24.934,24.602
1104.299298,22.621,22.236
1104.399934,22.281,21.933
1104.499768,24.000,23.610
1104.599610,24.834,24.476
1104.699458,23.893,23.548
1104.799292,23.459,23.079
1104.899918,25.554,25.171
1104.999752,24.533,24.205
1105.099577,22.972,22.669
1105.199411,22.926,22.624
1105.299654,23.451,23.089
1105.399502,22.920,22.589
1105.499337,22.631,22.318
1105.599984,24.355,24.034
1105.699832,25.006,24.683
1105.799677,24.791,24.314
1105.899516,31.269,30.414
1105.999350,22.425,22.118
1106.099991,26.113,25.772
1106.199813,32.330,31.512
1106.299654,24.585,24.270
1106.399488,24.277,23.761
1106.499331,35.971,34.651
1106.599968,22.442,22.204
1106.699819,33.273,32.923
1106.799653,28.277,27.542
1106.899489,21.741,21.473
1106.999322,27.570,27.062
1107.099954,33.927,33.038
1107.199799,22.731,22.468
1107.299636,35.496,30.746
1107.399479,36.581,35.105
1107.499330,46.108,45.805
1107.599991,68.974,68.613
1107.699833,24.641,24.322
1107.799678,29.105,28.732
1107.899512,28.004,27.691
1107.999346,30.910,30.468
1108.099990,32.215,30.051
1108.199830,21.875,21.631
1108.299676,23.317,23.009
1108.399514,28.865,27.678
1108.499367,28.501,28.260
1108.599607,21.809,21.543
1108.699453,29.257,28.451
1108.799302,28.573,28.320
1108.899935,22.540,22.212
1108.999766,27.514,26.252
1109.099601,29.576,29.290
1109.199448,25.138,24.878
1109.299297,26.226,25.379
1109.399940,28.521,28.258
1109.499787,22.924,22.623
1109.599625,27.848,27.498
1109.699465,23.857,23.297
1109.799292,27.528,27.203
1109.899931,26.990,26.627
1109.999780,25.543,25.086
1110.099616,29.240,28.903
1110.199456,25.133,24.506
1110.299282,23.304,22.788
1110.399919,26.978,26.581
1110.499743,23.172,22.835
1110.599582,28.252,27.697
1110.699410,22.664,22.315
1110.799654,23.546,23.220
1110.899509,25.778,25.362
1110.999337,27.092,26.383
1111.099962,27.288,26.934
1111.199798,24.252,23.599
1111.299646,28.464,28.104
1111.399475,23.091,22.743
1111.499315,29.826,29.464
1111.599955,22.953,22.657
1111.699782,29.314,28.922
1111.799623,25.414,25.052
1111.899459,35.589,33.347
1111.999295,24.712,24.439
1112.099916,24.298,23.831
1112.199754,32.294,31.405
1112.299596,23.750,23.493
1112.399424,29.729,29.239
1112.499666,23.286,22.943
1112.599502,29.465,29.148
1112.699340,22.484,22.126
1112.799968,24.362,23.987
1112.899797,26.745,26.438
1112.999641,32.264,31.131
1113.099485,21.635,21.366
1113.199314,23.381,22.446
1113.299953,32.189,31.406
1113.399784,21.432,21.181
1113.499631,22.308,21.985
1113.599473,22.682,22.306
1113.699315,22.408,22.096
1113.799965,21.959,21.585
1113.899810,24.473,24.129
1113.999645,29.533,29.195
1114.099487,23.646,23.181
1114.199330,23.299,22.961
1114.299974,23.083,22.699
1114.399812,25.785,24.796
1114.499663,26.343,25.767
1114.599500,26.572,26.164
1114.699334,22.478,21.981
1114.799969,25.197,24.820
1114.899809,29.266,28.767
1114.999643,24.241,23.809
1115.099490,22.048,21.726
1115.199319,22.756,22.451
1115.299965,23.985,23.660
1115.399801,25.613,25.276
1115.499645,24.596,24.228
1115.599480,23.741,23.315
1115.699309,22.731,22.183
1115.799953,23.370,22.976
1115.899796,23.873,23.453
1115.999636,23.908,23.533
1116.099482,22.269,21.962
1116.199317,22.974,22.671
1116.299965,22.069,21.744
1116.399819,24.131,23.712
1116.499665,23.850,23.444
1116.599505,22.854,22.541
1116.699347,23.014,22.689
1116.799980,24.969,24.636
1116.899818,28.291,27.899
1116.999649,33.981,33.567
1117.099475,24.598,24.262
1117.199325,22.582,22.088
1117.299944,24.709,24.229
1117.399786,24.399,24.038
1117.499623,26.018,25.545
1117.599475,25.676,25.306
1117.699323,23.789,23.485
1117.799964,23.486,23.121
1117.899819,24.948,24.591
1117.999656,23.263,22.927
1118.099485,24.567,24.229
1118.199332,23.301,22.981
1118.299981,22.341,21.998
1118.399813,24.199,23.874
1118.499660,25.827,25.420
1118.599496,24.609,24.305
1118.699311,24.114,23.506
1118.799965,22.801,22.475
1118.899809,23.529,23.198
1118.999644,28.258,27.948
1119.099470,23.489,22.944
1119.199309,26.377,26.014
1119.299938,25.566,25.006
1119.399770,22.649,22.125
1119.499610,23.554,23.212
1119.599459,24.680,24.369
1119.699306,21.980,21.429
1119.799947,22.167,21.826
1119.899807,27.778,27.414
1119.999676,21.828,21.498
1120.099521,27.477,27.029
1120.199365,25.569,25.212
1120.299601,25.444,25.018
1120.399438,22.640,22.292
1120.499287,25.537,25.194
1120.599917,25.383,25.052
1120.699752,23.958,23.517
1120.799574,23.943,23.601
1120.899424,26.327,26.003
1120.999657,28.070,27.552
1121.099502,25.323,24.973
1121.199334,26.529,26.189
1121.299974,29.072,28.729
1121.399832,24.364,24.015
1121.499662,25.565,25.229
1121.599495,23.515,22.938
1121.699335,23.571,23.218
1121.799987,24.613,24.247
1121.899847,24.576,24.215
1121.999678,27.776,26.958
1122.099518,25.179,24.853
1122.199360,24.023,23.691
1122.299992,25.058,24.459
1122.399821,25.474,25.074
1122.499657,24.197,23.843
1122.599495,50.114,49.744
1122.699338,23.076,22.741
1122.799980,25.119,24.744
1122.899813,25.223,24.886
1122.999653,23.664,23.310
1123.099511,23.115,22.742
1123.199361,22.902,22.418
1123.299994,24.485,24.107
1123.399821,23.700,23.227
1123.499655,29.187,28.319
1123.599491,29.633,28.708
1123.699333,28.020,27.743
1123.799964,24.088,23.837
1123.899800,27.592,26.662
1123.999633,29.677,29.242
1124.099473,22.225,21.965
1124.199319,32.437,31.678
1124.299957,22.473,22.185
1124.399807,24.469,24.055
1124.499657,24.591,24.239
1124.599495,24.383,23.947
1124.699327,23.413,23.094
1124.799970,25.296,24.685
1124.899824,24.238,23.894
1124.999657,23.960,23.576
1125.099491,30.211,29.263
1125.199337,22.704,22.432
1125.299967,22.942,22.631
1125.399803,34.703,33.937
1125.499638,24.381,24.123
1125.599469,23.384,22.911
1125.699308,23.993,23.538
1125.799952,24.446,24.045
1125.899784,22.850,22.476
1125.999616,23.934,23.594
1126.099459,23.287,22.946
1126.199293,23.319,22.974
1126.299944,24.016,23.663
1126.399789,26.751,26.371
1126.499612,24.901,24.597
1126.599450,26.992,26.661
1126.699292,23.407,23.076
1126.799924,22.819,22.267
1126.899763,23.785,23.445
1126.999624,24.475,24.100
1127.099452,22.773,22.426
1127.199296,22.726,22.395
1127.299940,22.233,21.883
1127.399782,22.782,22.455
1127.499621,25.307,24.958
1127.599460,23.186,22.835
1127.699323,24.004,23.673
1127.799960,22.474,22.146
1127.899798,24.302,23.935
1127.999644,26.568,26.216
1128.099484,23.810,23.382
1128.199325,22.942,22.546
1128.299964,23.402,23.034
1128.399792,23.050,22.689
1128.499646,23.540,23.120
1128.599491,23.158,22.546
1128.699326,31.709,29.325
1128.799976,29.464,29.180
1128.899815,23.342,23.065
1128.999641,26.332,25.953
1129.099480,25.333,24.989
1129.199302,22.838,22.526
1129.299949,22.823,22.488
1129.399796,27.549,27.231
1129.499649,23.457,23.137
1129.599485,23.580,23.271
1129.699325,23.343,23.015
1129.799969,24.893,24.541
1129.899807,41.276,40.780
1129.999649,23.705,23.368
1130.099494,24.377,24.036
1130.199334,25.824,25.514
1130.299987,25.961,25.566
1130.399817,25.174,24.849
1130.499663,32.949,31.836
1130.599512,25.706,25.264
1130.699338,23.736,23.214
1130.799990,27.225,26.893
1130.899840,24.685,24.342
1130.999676,25.978,25.641
1131.099525,23.000,22.655
1131.199356,23.433,22.976
1131.299995,26.386,25.890
1131.399832,23.150,22.670
1131.499679,23.817,23.470
1131.599500,26.842,26.502
1131.699343,24.684,24.344
1131.799977,25.693,25.356
1131.899818,25.559,25.180
1131.999667,23.683,23.361
1132.099519,25.213,24.734
1132.199352,24.310,23.884
1132.299989,25.034,24.693
1132.399823,25.809,25.461
1132.499659,29.000,28.661
1132.599501,26.969,26.621
1132.699347,26.315,25.702
1132.799985,23.515,23.168
1132.899825,23.988,23.604
1132.999672,23.463,23.129
1133.099504,24.363,23.991
1133.199356,24.211,23.876
1133.299607,25.452,24.950
1133.399445,23.354,23.020
1133.499284,24.002,23.663
1133.599931,24.886,24.530
1133.699779,24.838,24.379
1133.799616,26.646,26.328
1133.899448,23.065,22.732
1133.999670,23.877,23.531
1134.099510,30.794,30.461
1134.199335,32.245,31.509
1134.299969,23.545,23.308
1134.399807,23.396,22.814
1134.499643,31.626,30.819
1134.599482,22.337,22.088
1134.699322,33.256,32.944
1134.799954,30.366,29.290
1134.899794,29.290,28.413
1134.999637,21.079,20.834
1135.099489,22.549,22.174
1135.199325,22.518,22.178
1135.299967,25.317,24.978
1135.399810,22.386,22.026
1135.499657,24.112,23.755
1135.599501,22.939,22.615
1135.699333,27.312,26.948
1135.799966,24.124,23.773
1135.899810,26.833,26.473
1135.999647,25.282,24.974
1136.099489,24.170,23.811
1136.199324,32.034,31.731
1136.299969,24.309,23.863
1136.399805,23.006,22.667
1136.499646,22.828,22.503
1136.599497,25.627,25.291
1136.699351,21.992,21.616
1136.799995,23.312,22.959
1136.899838,23.384,23.046
1136.999674,24.127,23.784
1137.099499,26.964,26.505
1137.199346,23.840,23.449
1137.299975,22.346,22.013
1137.399818,33.386,33.014
1137.499666,22.983,22.662
1137.599491,27.148,26.709
1137.699324,27.044,26.656
1137.799970,26.523,26.150
1137.899807,24.599,24.271
1137.999656,24.437,24.111
1138.099484,24.555,24.184
1138.199329,24.333,23.973
1138.299973,24.682,24.118
1138.399811,24.162,23.797
1138.499649,22.705,22.230
1138.599494,32.589,32.216
1138.699335,24.232,23.848
1138.799983,24.858,24.552
1138.899808,23.749,23.386
1138.999642,23.687,23.329
1139.099481,24.098,23.663
1139.199326,23.867,23.565
1139.299974,26.436,26.062
1139.399820,23.711,23.287
1139.499651,24.741,24.251
1139.599497,25.218,24.884
1139.699338,26.734,26.299
1139.799991,26.903,26.576
1139.899840,27.325,26.971
1139.999677,22.816,22.386
1140.099518,24.705,24.304
1140.199353,24.216,23.855
1140.299984,24.734,24.368
1140.399833,22.924,22.622
1140.499674,23.403,23.086
1140.599512,23.749,23.366
1140.699350,37.348,36.500
1140.799984,22.881,22.518
1140.899827,23.668,23.322
1140.999673,23.612,23.058
1141.099503,23.401,23.050
1141.199335,23.923,23.439
1141.299974,30.232,29.895
1141.399803,22.457,22.142
1141.499663,25.547,25.133
1141.599507,24.147,23.770
1141.699351,23.139,22.822
1141.799980,22.866,22.524
1141.899828,24.493,24.159
1141.999663,26.864,26.545
1142.099514,26.071,25.679
1142.199364,23.827,23.471
1142.299607,25.631,25.260
1142.399440,23.595,23.256
1142.499289,26.509,26.169
1142.599932,23.599,23.264
1142.699785,24.759,24.410
1142.799614,23.834,23.503
1142.899463,24.332,23.995
1142.999297,26.459,26.011
1143.099938,24.623,24.118
1143.199770,23.699,23.366
1143.299605,23.332,22.834
1143.399445,23.669,23.371
1143.499679,28.095,27.688
1143.599521,23.865,23.494
1143.699349,23.747,23.364
1143.799982,30.186,29.821
1143.899827,25.312,24.894
1143.999683,23.165,22.794
1144.099528,25.440,25.074
1144.199360,24.477,23.925
1144.299990,24.242,23.661
1144.399830,29.887,29.566
1144.499674,32.864,32.313
1144.599530,24.917,24.567
1144.699374,33.828,33.445
1144.799615,23.125,22.771
1144.899461,23.040,22.684
1144.999304,23.325,22.974
1145.099945,24.100,23.740
1145.199789,24.485,24.126
1145.299638,23.909,23.572
1145.399462,24.762,24.412
1145.499303,24.647,24.151
1145.599954,23.173,22.865
1145.699798,23.361,23.016
1145.799648,27.804,27.364
1145.899495,23.807,23.473
1145.999319,24.717,24.345
1146.099961,23.782,23.439
1146.199800,25.282,24.910
1146.299653,23.657,23.323
1146.399498,24.629,24.255
1146.499331,23.452,23.046
1146.599953,24.207,23.471
1146.699795,25.290,24.863
1146.799639,24.472,24.157
1146.899474,22.894,22.581
1146.999308,25.125,24.798
1147.099961,24.396,24.072
1147.199794,23.780,23.396
1147.299633,23.037,22.733
1147.399479,23.179,22.856
1147.499322,23.475,23.123
1147.599953,24.111,23.780
1147.699800,22.634,22.328
1147.799639,22.464,22.112
1147.899482,23.759,23.452
1147.999322,24.251,23.874
1148.099955,23.432,23.086
1148.199782,24.113,23.713
1148.299611,23.469,23.091
1148.399437,24.863,24.458
1148.499676,27.288,26.855
1148.599516,27.079,26.717
1148.699369,23.472,23.095
1148.799997,23.796,23.458
1148.899839,23.989,23.590
1148.999690,29.649,29.289
1149.099542,24.785,24.444
1149.199386,27.969,27.596
1149.299633,23.911,23.567
1149.399488,25.550,25.167
1149.499334,22.183,21.877
1149.599965,25.540,25.211
1149.699810,22.618,22.323
1149.799642,23.888,23.582
1149.899488,22.639,22.288
1149.999327,23.224,22.882
1150.099970,23.477,23.113
1150.199805,24.202,23.861
1150.299645,23.210,22.888
1150.399480,25.002,24.650
1150.499312,24.917,24.553
1150.599941,24.479,24.124
1150.699788,24.109,23.767
1150.799635,22.580,22.252
1150.899491,31.816,31.331
1150.999325,22.936,22.573
1151.099962,22.588,22.250
1151.199796,23.376,22.991
1151.299630,22.520,22.177
1151.399471,22.947,22.604
1151.499303,23.449,23.143
1151.599939,22.106,21.763
1151.699772,21.752,21.398
1151.799623,24.180,23.344
1151.899462,23.967,23.624
1151.999300,30.761,29.855
1152.099925,23.314,23.035
1152.199773,23.019,22.670
1152.299610,23.185,22.809
1152.399448,29.233,28.779
1152.499287,36.202,35.833
1152.599940,31.645,30.753
1152.699787,24.166,23.846
1152.799627,23.002,22.658
1152.899458,25.568,25.232
1152.999290,22.076,21.691
1153.099933,27.688,27.342
1153.199777,23.626,23.320
1153.299611,26.300,25.939
1153.399459,22.493,22.187
1153.499297,24.691,24.350
1153.599933,24.151,23.821
1153.699773,22.833,22.483
1153.799612,22.642,22.319
1153.899438,24.803,24.499
1153.999676,25.130,24.790
1154.099532,29.135,28.820
1154.199374,23.575,23.238
1154.299617,25.100,24.247
1154.399450,28.298,28.002
1154.499292,23.225,22.901
1154.599936,25.321,24.957
1154.699787,32.218,31.359
1154.799619,23.405,23.118
1154.899435,23.857,23.538
1154.999280,30.910,30.125
1155.099923,23.920,23.665
1155.199775,32.088,31.771
1155.299622,23.297,22.989
1155.399478,25.351,24.990
1155.499315,24.959,24.617
1155.599955,24.754,24.400
1155.699780,25.839,25.459
1155.799625,22.345,22.018
1155.899464,21.996,21.684
1155.999315,24.028,23.706
1156.099942,23.470,23.130
1156.199790,33.041,31.957
1156.299634,22.323,22.067
1156.399478,36.468,35.649
1156.499325,22.820,22.576
1156.599976,24.245,23.844
1156.699806,24.752,24.404
1156.799654,23.741,23.426
1156.899503,25.522,25.058
1156.999335,23.946,23.623
1157.099979,24.131,23.611
1157.199816,24.140,23.828
1157.299658,27.679,27.255
1157.399500,26.897,26.568
1157.499350,25.026,24.547
1157.599979,24.187,23.805
1157.699821,24.244,23.906
1157.799665,30.823,30.421
1157.899515,26.636,26.142
1157.999344,33.499,33.149
1158.099984,24.126,23.794
1158.199828,34.799,34.404
1158.299658,23.759,23.430
1158.399506,23.451,23.091
1158.499343,22.603,22.154
1158.599994,29.621,29.270
1158.699827,24.648,24.310
1158.799675,20.985,20.599
1158.899514,22.686,22.354
1158.999358,22.845,22.471
1159.099609,23.301,22.941
1159.199436,21.623,21.110
1159.299671,22.642,22.254
1159.399511,21.672,20.722
1159.499362,24.323,23.979
1159.599998,21.910,21.444
1159.699832,22.040,21.654
1159.799667,22.793,22.465
1159.899514,25.082,24.740
1159.999339,21.391,20.965
1160.099979,22.354,22.009
1160.199823,25.022,24.649
1160.299662,21.064,20.754
1160.399505,31.221,29.973
1160.499349,34.680,34.434
1160.599981,24.619,24.370
1160.699803,26.478,25.588
1160.799649,26.449,26.159
1160.899477,21.961,21.684
1160.999318,27.910,26.612
1161.099962,33.065,32.811
1161.199810,21.234,20.982
1161.299658,26.414,25.365
1161.399498,23.788,23.526
1161.499347,22.491,22.136
1161.599982,27.433,26.728
1161.699832,22.885,22.565
1161.799674,25.218,24.885
1161.899517,33.713,32.143
1161.999363,27.130,26.814
1162.099603,21.616,21.353
1162.199443,31.177,30.379
1162.299675,22.413,22.148
1162.399518,24.609,24.031
1162.499372,23.193,22.805
1162.599605,23.765,23.426
1162.699443,23.796,23.365
1162.799671,23.837,23.409
1162.899519,24.045,23.695
1162.999363,23.298,22.958
1163.099998,22.790,22.438
1163.199846,23.412,22.704
1163.299691,24.150,23.803
1163.399546,24.413,24.037
1163.499391,23.589,23.232
1163.599634,25.139,24.789
1163.699488,24.804,24.466
1163.799320,24.670,24.323
1163.899969,24.379,24.044
1163.999819,24.013,23.671
1164.099656,23.170,22.719
1164.199510,26.491,25.424
1164.299341,23.259,23.002
1164.399989,23.853,23.506
1164.499831,25.218,24.846
1164.599665,22.802,22.447
1164.699495,25.356,25.014
1164.799333,29.636,29.307
1164.899968,31.629,30.824
1164.999803,32.095,31.103
1165.099632,28.044,27.198
1165.199463,22.022,21.779
1165.299302,28.170,27.829
1165.399943,29.270,28.471
1165.499781,24.749,24.458
1165.599616,22.721,22.386
1165.699441,45.079,44.193
1165.799299,23.382,23.067
1165.899933,32.226,31.398
1165.999762,33.303,32.148
1166.099610,22.520,22.256
1166.199448,25.669,25.311
1166.299284,28.315,27.498
1166.399932,28.638,28.297
1166.499782,22.222,21.881
1166.599633,23.265,22.931
1166.699477,22.859,22.438
1166.799304,23.762,23.392
1166.899934,22.618,22.269
1166.999779,23.556,23.153
1167.099624,22.336,21.920
1167.199473,23.126,22.782
1167.299305,23.041,22.715
1167.399933,23.730,23.391
1167.499785,22.787,22.422
1167.599622,24.743,24.387
1167.699478,26.302,25.978
1167.799321,23.876,23.510
1167.899956,23.704,23.193
1167.999793,22.941,22.584
1168.099633,23.954,23.618
1168.199469,24.060,23.724
1168.299320,27.803,27.460
1168.399971,24.569,24.259
1168.499824,23.601,23.275
1168.599684,25.550,25.168
1168.699521,22.106,21.757
1168.799359,22.687,22.346
1168.899996,24.260,23.919
1168.999837,26.027,25.648
1169.099676,25.424,25.093
1169.199518,24.185,23.856
1169.299353,25.895,25.546
1169.399602,23.036,22.631
1169.499443,23.265,22.925
1169.599280,23.054,22.689
1169.699912,25.085,24.757
1169.799751,23.995,23.587
1169.899587,30.493,29.621
1169.999437,32.409,31.590
1170.099678,23.850,23.611
1170.199525,27.050,26.727
1170.299372,26.235,25.913
1170.399608,23.375,22.901
1170.499457,25.994,25.520
1170.599302,22.649,22.253
1170.699939,23.994,23.658
1170.799776,23.952,23.651
1170.899633,23.253,22.947
1170.999478,22.587,22.284
1171.099313,23.228,22.828
1171.199941,23.132,22.815
1171.299781,27.268,26.912
1171.399627,22.523,22.196
1171.499471,26.167,25.659
1171.599308,25.242,24.905
1171.699945,24.020,23.487
1171.799772,24.182,23.869
1171.899628,23.801,23.386
1171.999471,25.980,25.658
1172.099319,33.003,32.235
1172.199962,22.996,22.737
1172.299805,24.917,24.574
1172.399654,32.628,31.777
1172.499486,25.430,25.159
1172.599323,24.948,24.559
1172.699971,33.860,33.047
1172.799815,23.485,23.163
1172.899653,24.637,24.266
1172.999508,25.542,25.160
1173.099345,23.552,23.222
1173.199996,28.435,28.019
1173.299852,25.825,25.487
1173.399697,23.760,23.420
1173.499523,29.329,29.009
1173.599362,25.792,25.408
1173.699601,23.587,23.234
1173.799446,24.808,24.430
1173.899291,25.581,25.084
1173.999928,26.343,25.994
1174.099770,24.658,24.288
1174.199609,28.269,27.679
1174.299458,25.991,25.105
1174.399301,23.801,23.459
1174.499950,31.311,30.730
1174.599778,22.819,22.512
1174.699619,24.500,24.192
1174.799457,23.201,22.898
1174.899305,23.869,23.544
1174.999934,24.361,23.974
1175.099765,23.629,23.283
1175.199603,25.396,25.085
1175.299453,30.100,29.745
1175.399287,26.595,26.269
1175.499937,23.474,23.100
1175.599779,27.279,26.931
1175.699614,24.231,23.869
1175.799447,23.687,23.314
1175.899673,28.902,27.937
1175.999502,23.874,23.545
1176.099343,24.506,24.145
1176.199990,23.688,23.298
1176.299805,24.203,23.874
1176.399646,24.713,24.353
1176.499477,23.266,22.916
1176.599322,38.793,38.468
1176.699965,25.055,24.710
1176.799809,25.505,25.154
1176.899630,24.556,24.238
1176.999472,25.713,25.346
1177.099302,25.492,25.152
1177.199951,25.853,25.510
1177.299799,24.869,24.426
1177.399648,26.368,25.955
1177.499494,24.352,24.050
1177.599337,24.188,23.850
1177.699976,24.523,23.935
1177.799804,25.705,25.294
1177.899641,23.464,23.145
1177.999483,23.456,23.110
1178.099326,22.987,22.687
1178.199964,22.792,22.434
1178.299800,23.363,23.061
1178.399639,23.168,22.847
1178.499472,29.894,29.572
1178.599321,30.408,30.059
1178.699976,30.992,30.672
1178.799816,26.467,26.127
1178.899650,23.140,22.812
1178.999488,25.578,25.193
1179.099333,24.006,23.602
1179.199963,30.221,29.386
1179.299813,25.435,25.189
1179.399647,24.321,23.895
1179.499488,39.808,38.782
1179.599330,21.964,21.714
1179.699976,23.944,23.374
1179.799823,23.668,23.313
1179.899661,23.528,23.123
1179.999498,26.923,26.491
1180.099327,24.677,24.198
1180.199970,24.624,24.272
1180.299813,27.393,27.050
1180.399651,28.936,28.473
1180.499498,24.381,23.991
1180.599337,24.513,24.184
1180.699983,25.092,24.740
1180.799840,26.116,25.780
1180.899670,44.670,43.665
1180.999516,23.006,22.598
1181.099363,24.098,23.737
1181.199613,32.599,31.888
1181.299456,24.306,23.914
1181.399289,24.001,23.685
1181.499919,32.090,30.900
1181.599747,23.969,23.718
1181.699575,26.438,26.098
1181.799410,33.102,32.052
1181.899648,23.504,23.245
1181.999488,24.955,24.650
1182.099330,25.378,25.001
1182.199977,34.982,34.535
1182.299819,24.231,23.802
1182.399667,25.155,24.827
1182.499511,24.761,24.435
1182.599333,29.841,29.126
1182.699965,36.586,36.337
1182.799822,22.649,22.365
1182.899652,31.383,30.444
1182.999493,24.114,23.871
1183.099343,23.593,23.136
1183.199983,25.678,25.260
1183.299823,25.944,25.606
1183.399661,25.838,25.466
1183.499507,23.621,22.787
1183.599347,22.562,22.224
1183.699965,24.491,24.008
1183.799792,24.856,24.479
1183.899626,23.929,23.604
1183.999460,22.964,22.652
1184.099303,24.436,24.111
1184.199929,23.308,22.814
1184.299761,24.460,24.080
1184.399620,23.458,23.103
1184.499460,23.649,23.331
1184.599303,23.592,23.226
1184.699942,23.684,23.373
1184.799770,23.608,23.170
1184.899618,22.843,22.506
1184.999463,23.662,23.399
1185.099310,33.946,33.562
1185.199947,25.271,24.973
1185.299774,33.565,32.759
1185.399615,27.693,27.448
1185.499458,24.650,24.371
1185.599288,24.938,24.591
1185.699924,25.431,25.019
1185.799754,25.442,25.163
1185.899592,34.560,33.852
1185.999423,22.989,22.758
1186.099655,23.261,22.961
1186.199505,30.180,28.968
1186.299343,23.458,23.213
1186.399603,23.486,23.180
1186.499446,30.864,29.754
1186.599304,23.471,23.187
1186.699925,24.738,24.368
1186.799761,38.513,34.831
1186.899602,22.020,21.783
1186.999443,23.524,23.249
1187.099297,32.600,30.893
1187.199937,24.247,24.008
1187.299768,25.890,25.517
1187.399621,23.560,23.096
1187.499465,30.420,30.079
1187.599306,24.262,23.960
1187.699963,23.511,23.155
1187.799791,29.477,29.192
1187.899643,30.995,30.686
1187.999486,23.470,23.121
1188.099334,24.607,23.692
1188.199981,24.470,24.146
1188.299814,27.257,26.831
1188.399652,25.936,25.563
1188.499490,26.646,26.340
1188.599345,30.075,29.778
1188.699978,33.070,32.426
1188.799810,22.349,22.100
1188.899663,25.625,25.030
1188.999507,23.737,23.475
1189.099358,23.713,23.332
1189.199602,25.592,25.187
1189.299438,35.910,35.518
1189.399284,22.915,22.581
1189.499922,23.414,23.114
1189.599780,22.459,22.160
1189.699621,24.842,24.473
1189.799461,22.831,22.530
1189.899289,23.100,22.751
1189.999921,28.549,27.725
1190.099766,34.656,34.237
1190.199603,24.402,24.064
1190.299452,23.025,22.684
1190.399291,22.379,22.020
1190.499931,24.948,24.602
1190.599765,25.741,25.400
1190.699614,22.776,22.463
1190.799447,23.137,22.830
1190.899281,29.879,29.527
1190.999925,27.467,27.037
1191.099759,23.561,23.231
1191.199593,25.815,25.462
1191.299426,25.016,24.678
1191.399660,25.099,24.669
1191.499501,24.624,24.295
1191.599346,24.286,23.835
1191.699998,30.910,30.545
1191.799831,26.775,26.435
1191.899670,24.525,24.194
1191.999500,22.555,22.176
1192.099347,23.973,23.601
1192.199977,25.237,24.705
1192.299804,24.793,24.360
1192.399654,22.968,22.664
1192.499508,24.962,24.653
1192.599361,27.313,26.894
1192.699605,22.960,22.458
1192.799437,22.703,22.396
1192.899672,23.059,22.730
1192.999530,23.104,22.717
1193.099378,24.402,23.935
1193.199605,23.126,22.728
1193.299440,23.232,22.881
1193.399280,22.885,22.558
1193.499902,23.998,23.638
1193.599744,23.934,23.611
1193.699572,22.784,22.390
1193.799416,23.142,22.821
1193.899659,22.409,22.096
1193.999503,25.834,25.315
1194.099336,22.628,22.310
